restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,qr_code_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,remarks,usage_scenes,wifi_available,phone_number,video,lecture,available_drinks,cooking_specialties,drinking_specialties,waiting,service,reservation,dress_code,child_friendly,pet_friendly,foreign_language_support,power_supply_available,additional_equipment,instagram,ic_card_payment,쇼핑 직무 정보,facebook,twitter,beer_maker
九州の旨かもん旨か酒　くすお　銀座ウラコリドー店,"Kyushu의 맛있고 맛있는 술, Ginza Ura Corridor 매장",https://retty.me/area/PRE13/ARE2/SUB202/100001517599/,03-6550-9507,이자카야 테이크 아웃,"[월요일부터 목요일과 토요일]
저녁 식사 16:00-23:00 L.O. 22:30
[금요일/휴가 전]
저녁 식사 16:00-25:00 L.O. 24:30
[일요일과 휴일]
저녁 식사 15:00-23:00 L.O. 22:30",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"1-6-6 Uchisai-cho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 3 분 거리 (200m)
Toei Mita Line / Uchisaicho 역에서 도보로 4 분 거리 (300m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 거리 (380m)",없음,"65 석
(소파 좌석 이용 가능)",없음,"불가능합니다
(모든 좌석은 금연합니다. 상점 외부에는 흡연 구역이 있습니다.
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 50 명
임대 할 수있는 제한된 수의 사람들 (좌석) : 65 명",https://g886513.gorp.jp/,,"싱글 링크 연회/음주 파티 싱글을위한 개인 실
다른 사용 장면을 참조하십시오",없음,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001517599/archive/216289-5fe1a46359fe3.jpg,,"ALL-YOU-CAN-DRINK 가격 1,000-1,999 엔, ALL-YOU-CAN-DRINK 가격 2,000-2,999 엔, 3,000-3,999 엔, ALL-YOU-CAN-DRINK 코스에는 4,000-4,999 YEN에 대한 All-You-Can-Drink, All-You-Can-Drink Course for 5,000-yen-con-drince를 포함합니다. 2 시간",,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일",,"축하 가능성
테이크 아웃 가능성",사용 가능한 예약,,"예
유아, 유치원 어린이, 초등학생을 환영합니다",,직원과 함께 언어 지원 메뉴가 있습니다,,,,,,,,
帝国ホテル 東京,제국 호텔 도쿄,https://retty.me/area/PRE13/ARE2/SUB202/100000001123/,03-3504-1111,라운지 프랑스 요리 Kaiseki 요리 Ryokan 기타,,하루 종일 개점,"점심 : ~ 10,000 엔
저녁 식사 : ~ 10,000 엔",Amex,PayPay,"Imperial Hotel 1-1-1 Uchisai-Cho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho Station에서 도보 2 분 (160m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (160m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 5 분 (370m)",,,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,https://www.imperialhotel.co.jp/,,"개인 객실, 약혼 저녁 식사 파티, 솔로 손님, 엔터테인먼트, 크리스마스 저녁 식사, 와인, 세련된, 흡연, 생일, 세련된, 개인 실, 개인 실, 엔터테인먼트 지불 가능
다른 사용 장면을 참조하십시오",,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36402206.jpg,,,,,,,,,,,,,,,,,,,
FARMERS' JUICE TOKYO 銀座有楽町店,농민 주스 도쿄 인자 유라쿠치 상점,https://retty.me/area/PRE13/ARE2/SUB202/100001337002/,03-6551-2446,주스 바 카페 과자,"[하루 종일]
 10:00-20:00",명확하지 않습니다,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",Amex,,"도쿄 교통 홀 1F, 2-10-1 유라 커코, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (47m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (55m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome Station에서 도보 2 분 (110m)",,,"예
(카운터 시트 만.)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.farmersjuicetokyo.com/,,연회/음주 파티 작별 파티를 환영 파티 연말 파티 새해 파티 비 흡연,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/12412769.jpg,,,,,,,,,,,,,,,,,,,
スターバックスコーヒー JR有楽町駅京橋口店,스타 벅스 커피 Jr Yurakucho Station Kyobashiguchi 지점,https://retty.me/area/PRE13/ARE2/SUB202/100000943585/,03-6870-6070,카페 커피 전문점 테이크 아웃,,,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",,PayPay,"2-9 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (22m)
JR Yamanote Line / Yurakucho Station에서 도보로 1 분 (26m)
도쿄 메트로 긴자 라인 / Ginza Station에서 도보로 3 분 거리 (200m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",,,,,금연 페이 페이 지불 가능,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/29100275.jpg,,,,,,,,,,,,,,,,,,,
GOOD CHEESE GOOD PIZZA 東京ミッドタウン日比谷店,좋은 치즈 좋은 피자 도쿄 미드 타운 Hibiya 지점,https://retty.me/area/PRE13/ARE2/SUB202/100001411470/,03-6831-1900,피자 이탈리아 음식 테이크 아웃,"[월요일부터 금요일까지]
점심 11:00-16:00 L.O. 15:00
저녁 식사 17:00-23:00 L.O. 21:30
[태양, 토요일, 휴일]
 11:00-23:00 L.O. 21:30","불규칙한 휴일
・ 시설과 동일합니다","점심 : ~ 4,000 엔
저녁 식사 : ~ 5,000 엔",예,,"도쿄 미드 타운 Hibiya 2F, 1-1-2 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (29m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (34m)",,84 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.hibiya.tokyo-midtown.com/jp/restaurants/21900/,,"점심, 데이트, 소녀의 밤, 연회 및 음주 파티, 싱글, 작별 파티, 환영 파티, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 와인, 세련된, 저녁 식사, 저녁 식사, 비 흡연, 점심 날짜, 점심 소녀 밤
다른 사용 장면을 참조하십시오",,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34502558.jpg,,,,,,,,,,,,,,https://www.instagram.com/good.cheese.good.pizza/,,,https://www.facebook.com/good.cheese.good.pizza/,,
ウェンディーズ・ファーストキッチン 日比谷シャンテ前店,Wendy의 첫 번째 주방 Hibiya Chante 매장,https://retty.me/area/PRE13/ARE2/SUB202/100000059808/,03-5510-3151,햄버거 체인 햄버거 파스타,"[하루 종일]
 7:00-22:30",,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",,PayPay,"1-6-1 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (36m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (37m)
도쿄 메트로 긴자 라인 / Ginza Station에서 도보로 3 분 거리 (200m)",,,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,"점심, 솔로, 브런치, 아침 식사, 저녁, 쌀, 흡연, 급여 지불 지불 가능",,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/9228988.jpg,,,,,,,,,,,,,,,,,,,
旭川成吉思汗 大黒屋 新橋店,Asahikawa Narikichishisui Daikokuya Shinbashi 지점,https://retty.me/area/PRE13/ARE2/SUB202/100001722871/,03-6206-7793,징지수 칸,"[월요일부터 금요일까지]
 17:00-23:30 L.O. 23:00
[태양, 토요일, 휴일]
 16:00-23:30 L.O. 23:00",하루 종일 개점,"점심:-
저녁 식사 : ~ 6,000 엔",,PayPay,"1-6-2 Uchisai-Cho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (150m)
Toei Mita Line / Uchisaicho 역에서 도보로 4 분 거리 (310m)
Toei Oedo Line / Shiodome 역에서 도보로 4 분 거리 (320m)",,,예,"연기 분리
흡연은 전체적으로 허용됩니다 (가열 담배 만 해당)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,"저녁 식사, 흡연은 급여 지불 지불이 허용되었습니다",,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35364277.jpg,,,,,,,,,,,,,,,,,,,
いきいき富山館,Ikiiki Toyama Hall,https://retty.me/area/PRE13/ARE2/SUB202/100000935684/,03-3213-1244,테이크 아웃 초밥,"[월요일부터 금요일과 토요일]
 10:00-19:00
[일요일과 휴일]
 10:00-18:00","하루 종일 개점
새해 공휴일 제외","점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",예,PayPay,"도쿄 교통 홀 B1F, 2-10-1 유라 커코, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (45m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (56m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome Station에서 도보 2 분 (110m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://toyamakan.jp/,,"점심, 솔로, 브런치, 저녁 식사, 쌀, 금연, 급여 지불 지불 가능",,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/29418590.jpg,,,,,,,,,,,,,,,,,,,
TEPPANYAKI 10 STEAK & LOBSTER,Teppanyaki 10 스테이크 & 랍스터,https://retty.me/area/PRE13/ARE2/SUB202/100001552707/,03-6807-3906,테파 냐키,"[하루 종일]
점심 11:00-15:30 L.O. 14:30
저녁 식사 17:00-22:30 L.O. 21:00",,"점심 : ~ 6,000 엔
저녁 식사 : ~ 10,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"1-7-1 Uchisai-cho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 4 분 거리 (250m)
Toei Mita Line / Uchisaicho 역에서 도보로 5 분 (330m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 5 분 (390m)",없음,52 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,불가능합니다,,"・ 카드가 허용됩니다
・ 전자 자금을 이용할 수 있습니다 (운송 전자 돈 (Suica 등))","점심 All-You-Can-Drink 약혼 저녁 식사 싱글 OK Entertainment 크리스마스 저녁 식사 음료 세련된 저녁 식사 저녁 식사 저녁 식사 저녁 식사 무료 Wi-Fi Shochu Paypay 지불 가능한 세련된 성인 날짜
다른 사용 장면을 참조하십시오",예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36143336.jpg,"6,000 엔에서 6,999 엔 코스, 7,000 엔에서 7,999 엔 코스, 8,000 엔 이상이 있습니다.",2 시간 동안 당신이 다루는 것,우리는 고기 요리와 생선 요리에 대해 특히 알고 있습니다,"맥주, 사케, 쇼치, 와인, 칵테일",,"놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다",사용 가능한 예약,,,,,,,,Suica,,,,
まつ惣,마츠 소,https://retty.me/area/PRE13/ARE2/SUB202/100000076831/,03-3592-6551,Izakaya Skewer Yakitori Gyoza Karaage,"[월요일부터 금요일까지]
 17:00-23:30
[태양/토요일]
 16:30-23:00",하루 종일 개점,"점심:-
저녁 식사 : ~ 4,000 엔",불가능합니다,,"2-1-20 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (69m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (71m)
도쿄 메트로 진 자 라인 / Ginza Station에서 도보 2 분 (110m)",없음,,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,독신 크리스마스 저녁 식사 세련된 저녁 식사 흡연,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/11099534.jpg,,,,,,,,,,,,,,,,,,,
個室で味わう国産牛タンと朝どれ鮮魚 にくと魚 有楽町日比谷店,개인 실에서 가정용 쇠고기 혀와 아침 신선한 생선을 즐기십시오 Niku와 Fish Yurakucho Hibiya Branch,https://retty.me/area/PRE13/ARE2/SUB202/100001704921/,03-4570-0678,이자카야 야키토리,"[하루 종일]
 16:00-24:00 L.O. 23:30",하루 종일 개점,"점심 : ~ 4,000 엔
저녁 식사 : ~ 4,000 엔","비자
식당
JCB",,"후쿠 이시 빌딩 3F, 2-3-1 유라 커코, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (58m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (61m)
도쿄 메트로 진 자 라인 / Ginza Station에서 도보 2 분 (88m)",예,60 석,없음,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",,,,"all-you-can-eat all-you-can-drink private rooms 연말 파티 새해 파티를 이용할 수있는 저녁 식사 쌀 흡연 허용 all-you-can-drink 무료 Wi-Fi Drink Shochu Casual 허용
다른 사용 장면을 참조하십시오",예,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001704921/archive/3147341-650940c1d2a16.jpg,"2,999 엔 미만, 3,000 ~ 3,999 엔 코스, 4,000 ~ 4,999 엔 코스가 있습니다.","ALL-YOU-CAN-DRINK 가격 : 1,000 엔 -1,999 엔, 3 시간 이상 동안 온 맨 링크",,"맥주, 사케, 쇼치",,,,,,,,,,,,,,,
九州の旨かもん旨か酒　くすお　銀座ウラコリドー店,"Kyushu의 맛있고 맛있는 술, Ginza Ura Corridor 매장",https://retty.me/area/PRE13/ARE2/SUB202/100001517599/,03-6550-9507,이자카야 테이크 아웃,"[월요일부터 목요일과 토요일]
저녁 식사 16:00-23:00 L.O. 22:30
[금요일/휴가 전]
저녁 식사 16:00-25:00 L.O. 24:30
[일요일과 휴일]
저녁 식사 15:00-23:00 L.O. 22:30",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"1-6-6 Uchisai-cho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 3 분 거리 (200m)
Toei Mita Line / Uchisaicho 역에서 도보로 4 분 거리 (300m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 거리 (380m)",없음,"65 석
(소파 좌석 이용 가능)",없음,"불가능합니다
(모든 좌석은 금연합니다. 상점 외부에는 흡연 구역이 있습니다.
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 50 명
임대 할 수있는 제한된 수의 사람들 (좌석) : 65 명",https://g886513.gorp.jp/,,"싱글 링크 연회/음주 파티 싱글을위한 개인 실
다른 사용 장면을 참조하십시오",없음,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001517599/archive/216289-5fe1a46359fe3.jpg,,"ALL-YOU-CAN-DRINK 가격 1,000-1,999 엔, ALL-YOU-CAN-DRINK 가격 2,000-2,999 엔, 3,000-3,999 엔, ALL-YOU-CAN-DRINK 코스에는 4,000-4,999 YEN에 대한 All-You-Can-Drink, All-You-Can-Drink Course for 5,000-yen-con-drince를 포함합니다. 2 시간",,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일",,"축하 가능성
테이크 아웃 가능성",사용 가능한 예약,,"예
유아, 유치원 어린이, 초등학생을 환영합니다",,직원과 함께 언어 지원 메뉴가 있습니다,,,,,,,,
帝国ホテル 東京,제국 호텔 도쿄,https://retty.me/area/PRE13/ARE2/SUB202/100000001123/,03-3504-1111,라운지 프랑스 요리 Kaiseki 요리 Ryokan 기타,,하루 종일 개점,"점심 : ~ 10,000 엔
저녁 식사 : ~ 10,000 엔",Amex,PayPay,"Imperial Hotel 1-1-1 Uchisai-Cho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho Station에서 도보 2 분 (160m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (160m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 5 분 (370m)",,,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,https://www.imperialhotel.co.jp/,,"개인 객실, 약혼 저녁 식사 파티, 솔로 손님, 엔터테인먼트, 크리스마스 저녁 식사, 와인, 세련된, 흡연, 생일, 세련된, 개인 실, 개인 실, 엔터테인먼트 지불 가능
다른 사용 장면을 참조하십시오",,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36402206.jpg,,,,,,,,,,,,,,,,,,,
個室で味わう国産牛タンと朝どれ鮮魚 にくと魚 有楽町日比谷店,개인 실에서 가정용 쇠고기 혀와 아침 신선한 생선을 즐기십시오 Niku와 Fish Yurakucho Hibiya Branch,https://retty.me/area/PRE13/ARE2/SUB202/100001704921/,03-4570-0678,이자카야 야키토리,"[하루 종일]
 16:00-24:00 L.O. 23:30",하루 종일 개점,"점심 : ~ 4,000 엔
저녁 식사 : ~ 4,000 엔","비자
식당
JCB",,"후쿠 이시 빌딩 3F, 2-3-1 유라 커코, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (58m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (61m)
도쿄 메트로 진 자 라인 / Ginza Station에서 도보 2 분 (88m)",예,60 석,없음,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",,,,"all-you-can-eat all-you-can-drink private rooms 연말 파티 새해 파티를 이용할 수있는 저녁 식사 쌀 흡연 허용 all-you-can-drink 무료 Wi-Fi Drink Shochu Casual 허용
다른 사용 장면을 참조하십시오",예,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001704921/archive/3147341-650940c1d2a16.jpg,"2,999 엔 미만, 3,000 ~ 3,999 엔 코스, 4,000 ~ 4,999 엔 코스가 있습니다.","ALL-YOU-CAN-DRINK 가격 : 1,000 엔 -1,999 엔, 3 시간 이상 동안 온 맨 링크",,"맥주, 사케, 쇼치",,,,,,,,,,,,,,,
九州の旨かもん旨か酒　くすお　銀座ウラコリドー店,"Kyushu의 맛있고 맛있는 술, Ginza Ura Corridor 매장",https://retty.me/area/PRE13/ARE2/SUB202/100001517599/,03-6550-9507,이자카야 테이크 아웃,"[월요일부터 목요일과 토요일]
저녁 식사 16:00-23:00 L.O. 22:30
[금요일/휴가 전]
저녁 식사 16:00-25:00 L.O. 24:30
[일요일과 휴일]
저녁 식사 15:00-23:00 L.O. 22:30",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"1-6-6 Uchisai-cho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 3 분 거리 (200m)
Toei Mita Line / Uchisaicho 역에서 도보로 4 분 거리 (300m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 거리 (380m)",없음,"65 석
(소파 좌석 이용 가능)",없음,"불가능합니다
(모든 좌석은 금연합니다. 상점 외부에는 흡연 구역이 있습니다.
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 50 명
임대 할 수있는 제한된 수의 사람들 (좌석) : 65 명",https://g886513.gorp.jp/,,"싱글 링크 연회/음주 파티 싱글을위한 개인 실
다른 사용 장면을 참조하십시오",없음,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001517599/archive/216289-5fe1a46359fe3.jpg,,"ALL-YOU-CAN-DRINK 가격 1,000-1,999 엔, ALL-YOU-CAN-DRINK 가격 2,000-2,999 엔, 3,000-3,999 엔, ALL-YOU-CAN-DRINK 코스에는 4,000-4,999 YEN에 대한 All-You-Can-Drink, All-You-Can-Drink Course for 5,000-yen-con-drince를 포함합니다. 2 시간",,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일",,"축하 가능성
테이크 아웃 가능성",사용 가능한 예약,,"예
유아, 유치원 어린이, 초등학생을 환영합니다",,직원과 함께 언어 지원 메뉴가 있습니다,,,,,,,,
GOOD CHEESE GOOD PIZZA 東京ミッドタウン日比谷店,좋은 치즈 좋은 피자 도쿄 미드 타운 Hibiya 지점,https://retty.me/area/PRE13/ARE2/SUB202/100001411470/,03-6831-1900,피자 이탈리아 음식 테이크 아웃,"[월요일부터 금요일까지]
점심 11:00-16:00 L.O. 15:00
저녁 식사 17:00-23:00 L.O. 21:30
[태양, 토요일, 휴일]
 11:00-23:00 L.O. 21:30","불규칙한 휴일
・ 시설과 동일합니다","점심 : ~ 4,000 엔
저녁 식사 : ~ 5,000 엔",예,,"도쿄 미드 타운 Hibiya 2F, 1-1-2 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (29m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (34m)",,84 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.hibiya.tokyo-midtown.com/jp/restaurants/21900/,,"점심, 데이트, 소녀의 밤, 연회 및 음주 파티, 싱글, 작별 파티, 환영 파티, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 와인, 세련된, 저녁 식사, 저녁 식사, 비 흡연, 점심 날짜, 점심 소녀 밤
다른 사용 장면을 참조하십시오",,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34502558.jpg,,,,,,,,,,,,,,https://www.instagram.com/good.cheese.good.pizza/,,,https://www.facebook.com/good.cheese.good.pizza/,,
旭川成吉思汗 大黒屋 新橋店,Asahikawa Narikichishisui Daikokuya Shinbashi 지점,https://retty.me/area/PRE13/ARE2/SUB202/100001722871/,03-6206-7793,징지수 칸,"[월요일부터 금요일까지]
 17:00-23:30 L.O. 23:00
[태양, 토요일, 휴일]
 16:00-23:30 L.O. 23:00",하루 종일 개점,"점심:-
저녁 식사 : ~ 6,000 엔",,PayPay,"1-6-2 Uchisai-Cho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (150m)
Toei Mita Line / Uchisaicho 역에서 도보로 4 분 거리 (310m)
Toei Oedo Line / Shiodome 역에서 도보로 4 분 거리 (320m)",,,예,"연기 분리
흡연은 전체적으로 허용됩니다 (가열 담배 만 해당)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,"저녁 식사, 흡연은 급여 지불 지불이 허용되었습니다",,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35364277.jpg,,,,,,,,,,,,,,,,,,,
