restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,qr_code_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,cooking_specialties,drinking_specialties,reservation,usage_scenes,child_friendly,wifi_available,phone_number,video,ic_card_payment,instagram,remarks,lecture,available_drinks,waiting,service,dress_code,pet_friendly,power_supply_available,additional_equipment,twitter,foreign_language_support,facebook,beer_maker,인근 시설
居酒屋 さつま,이자카야 사츠마,https://retty.me/area/PRE13/ARE15/SUB1501/100000839502/,03-6225-2076,이자카야 일본 요리 교토 요리,"[월요일부터 금요일까지, 휴일 전]
 17:00-24:00",매주 일요일과 공휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 3,000 엔",Amex,,"Isshin Building B1, 2-11 Yaesu, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome Station에서 도보 2 분 (160m)
도쿄 메트로 진 자 라인 / 키오바시 (도쿄) 역에서 도보로 3 분 거리 (210m)
JR Yamanote Line / 도쿄 역에서 도보 4 분 (290m)",,35 석,없음,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,싱글 OK 저녁 식사 저녁 식사 맛/저렴한 식당 흡연 허용,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/32025411.jpg,,,,,,,,,,,,,,,,
八吉酒場 八重洲店,Yayoshi Sakaba Yaesu 지점,https://retty.me/area/PRE13/ARE15/SUB1501/100000854743/,03-3516-6088,이자카야 해산물과 해산물,"[월요일 ~ 목요일]
 15:30-24:30
[금요일/휴가 전]
 15:30-28:30
[태양, 토요일, 휴일]
 15:30-24:00",하루 종일 개점,"점심:-
저녁 식사 : ~ 4,000 엔",예,,"Yaesu Building 1 및 2F, 3-2-17 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보 3 분 (190m)
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 3 분 거리 (240m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보로 5 분 거리 (350m)",,50 석,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"연회 및 음주 파티 작별 파티를 환영 파티 연말 파티 새해 파티 첫 번째 기차 저녁 식사 흡연이 흡연 할 때까지 오픈을 마실 수 있습니다.
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/5069574.jpg,,,,,,,,,,,,,,,,
焼肉トラジ 京橋店,야키니 쿠 토라 지 교오 바시 지점,https://retty.me/area/PRE13/ARE15/SUB1501/100000824100/,03-5204-1129,Yakiniku Korean Food Hormones,"[하루 종일]
점심 11:00-15:00 L.O. 14:30
[월요일부터 금요일까지, 휴일 전]
저녁 식사 17:00-23:00 L.O. 22:00
[태양, 토요일, 휴일]
 11:00-23:00 L.O. 22:00","불규칙한 휴일
도쿄 스퀘어 가든과 동일합니다","점심 : ~ 2,000 엔
저녁 식사 : ~ 6,000 엔",예,PayPay,"도쿄 스퀘어 가든 2F, 3-1 교오바시, 도쿄 추키
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 교오바시 (도쿄) 역에서 도보로 1 분 거리 (58m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome 역에서 도보로 3 분 거리 (220m)
Toei Asakusa Line / Takaramachi (도쿄) 역에서 도보로 4 분 거리 (280m)",예,71 석,예,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,우리는 야채 요리와 고기 요리에 대해 특별합니다,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일",사용 가능한 예약,"점심, 개인 실, 약혼 저녁 식사 파티, 독신, 엔터테인먼트, 크리스마스 저녁 식사, 어린이와 함께 즐기기, 세련된, 영어를 구사할 수있는, 저녁 식사, 쌀, 고기, 흡연 허용, 개인 실, 점심, 세련된 점심, 세련된 개인 실
다른 사용 장면을 참조하십시오",예,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/30527710.jpg,,,,,,,테이크 아웃 가능성,,,,,,"영어 중국어 한국
언어 지원 메뉴가 있습니다",,,
肉バル MARUGO 八重洲店,고기 바 마루고 야 에스 지점,https://retty.me/area/PRE13/ARE15/SUB1501/100001477779/,03-6265-1885,고기 바,"[월요일부터 금요일까지]
 17:00-23:00
[태양, 토요일, 휴일]
 16:00-23:00",하루 종일 개점,"점심:-
저녁 식사 : ~ 4,000 엔",예,,"B2F, 1-7-10 Yaesu, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보로 3 분 (170m)
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 3 분 거리 (240m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보로 5 분 거리 (330m)",,70 석,,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,개인 룸 저녁 식사 쌀 흡연이 허용됩니다,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/2996102.jpg,,,,,,,,,,,,,,,,
天ぷら 京橋天神,템포라 교오바시 텐 진,https://retty.me/area/PRE13/ARE15/SUB1501/100001592992/,03-6228-6812,튀김 세트 식사 소바 (Soba) 일본 음식,"점심 : 11 : 30-15 : 00 LO15 : 00
저녁 식사 : 17 : 00-22 : 00 LO21 : 30",매주 일요일과 공휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 5,000 엔",,,"Chigabo Building B1F, 3-6-8 Kyobashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Asakusa Line / Takaramachi (도쿄) 역 1 분 도보 (64m)
도쿄 메트로 긴자 라인 / 교오바시 (도쿄) 역 (120m)에서 도보 2 분
도쿄 메트로 유라쿠코 라인 / Ginza 1-Chome Station에서 도보 4 분 (310m)",,"34 석
(20 개의 테이블 좌석, 13 개의 카운터 좌석)",예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",,,,,,"개인 실, 싱글 룸, 크리스마스 저녁 식사, 세련된, 흡연, 세련된, 개인 실, 개인 실, 세련된, 성인 연말 파티, 성인 새해 파티를위한 요리
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/2792606.jpg,,,,,,,,,,,,,,,,
ナンクルナイサきばいやんせー,Nankuru Naisa는 너무 귀엽다,https://retty.me/area/PRE13/ARE15/SUB1501/100000811860/,03-5542-1677,오키나와 요리 쌀 그릇 오키나와 소바 사시미 현지 요리 kyushu 요리,"[월요일부터 금요일과 토요일]
 11:30-15:00 L.O. 14:30
[월요일부터 금요일까지]
 17:30-23:00 L.O. 22:00
[토양]
 17:30-22:00 L.O. 21:00","매주 일요일
다른 것들은 시설과 비슷합니다 *골든 주 5/3에서 5/6에서 문을 닫습니다.","점심 : ~ 1,000 엔
저녁 식사 : ~ 5,000 엔",불가능합니다,PayPay,"도쿄 스퀘어 가든 B1F, 3-1-1 Kyobashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 교오바시 (도쿄) 역에서 도보로 1 분 거리 (61m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome 역에서 도보로 3 분 거리 (220m)
Toei Asakusa Line / Takaramachi (도쿄) 역에서 도보로 4 분 거리 (280m)","없음
근처 (할인 없음) 사용 가능","60 석
(Shurikotatsu. Tatami Tatami Room 이용 가능)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
6 명","예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 50 명
예약 할 수있는 제한된 수의 사람들 : 60 명",,,"맥주, 사케, 쇼치, 와인, 아와 모리",,"점심, 개인 객실, 싱글 룸, 크리스마스 저녁 식사, 주차 가능, 어린이와 함께 즐기십시오, 개인 실, 저녁 식사, 쌀, 비 흡연, 개인 실, 세련된 점심, 세련된 개인 실, 개인 실, 엔터테인먼트
다른 사용 장면을 참조하십시오",예,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34786047.jpg,,,,,"4,000 엔에서 4,999 엔으로 인한 all-you-can-drink와 5,000 엔 이상을위한 all-can-drink 및 2 시간 동안의 싱글 링크를 포함하는 코스가 있습니다.",,,,,,,,,,,
てんぷら深町,튀김 후카 마치,https://retty.me/area/PRE13/ARE15/SUB1501/100000705779/,03-5250-8777,튀김 쌀 그릇,"[tue-fri, 축하, 축하 전]
점심 11:30-14:00
[Sun, 화요일, 금요일, 토요일, 공휴일 및 휴일 전]
저녁 식사 17:00-22:00 L.O. 20:30
[태양/토요일]
점심 12:00-15:00","매월 첫 번째 일요일 매월 셋째 일요일마다 매주 월요일
닫힌 시간은 근사치이므로 상점에 자세한 내용을 확인하십시오.","점심 : ~ 10,000 엔
저녁 식사 : ~ 15,000 엔",Amex,,"1F, A.M Kyobashi Building, 2-5-2 Kyobashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 교오바시 (도쿄) 역 1 분 도보 (45m)
Toei Asakusa Line / Takaramachi (도쿄) 역에서 도보로 2 분 거리 (130m)
도쿄 메트로 유라쿠코 라인 / Ginza 1-Chome Station에서 도보 5 분 (360m)",,18 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"점심, 솔로, 엔터테인먼트, 체리 꽃보기, 체리 꽃보기, 크리스마스 저녁 식사, 음료, 와인, 세련된, 저녁, 쌀, 흡연, 세련된 점심, 고급스러운 크리스마스
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/25859821.jpg,,,,,,,,,,,,,,,,
ナンクルナイサきばいやんせー,Nankuru Naisa는 너무 귀엽다,https://retty.me/area/PRE13/ARE15/SUB1501/100000811860/,03-5542-1677,오키나와 요리 쌀 그릇 오키나와 소바 사시미 현지 요리 kyushu 요리,"[월요일부터 금요일과 토요일]
 11:30-15:00 L.O. 14:30
[월요일부터 금요일까지]
 17:30-23:00 L.O. 22:00
[토양]
 17:30-22:00 L.O. 21:00","매주 일요일
다른 것들은 시설과 비슷합니다 *골든 주 5/3에서 5/6에서 문을 닫습니다.","점심 : ~ 1,000 엔
저녁 식사 : ~ 5,000 엔",불가능합니다,PayPay,"도쿄 스퀘어 가든 B1F, 3-1-1 Kyobashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 교오바시 (도쿄) 역에서 도보로 1 분 거리 (61m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome 역에서 도보로 3 분 거리 (220m)
Toei Asakusa Line / Takaramachi (도쿄) 역에서 도보로 4 분 거리 (280m)","없음
근처 (할인 없음) 사용 가능","60 석
(Shurikotatsu. Tatami Tatami Room 이용 가능)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
6 명","예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 50 명
예약 할 수있는 제한된 수의 사람들 : 60 명",,,"맥주, 사케, 쇼치, 와인, 아와 모리",,"점심, 개인 객실, 싱글 룸, 크리스마스 저녁 식사, 주차 가능, 어린이와 함께 즐기십시오, 개인 실, 저녁 식사, 쌀, 비 흡연, 개인 실, 세련된 점심, 세련된 개인 실, 개인 실, 엔터테인먼트
다른 사용 장면을 참조하십시오",예,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34786047.jpg,,,,,"4,000 엔에서 4,999 엔으로 인한 all-you-can-drink와 5,000 엔 이상을위한 all-can-drink 및 2 시간 동안의 싱글 링크를 포함하는 코스가 있습니다.",,,,,,,,,,,
天ぷら 京橋天神,템포라 교오바시 텐 진,https://retty.me/area/PRE13/ARE15/SUB1501/100001592992/,03-6228-6812,튀김 세트 식사 소바 (Soba) 일본 음식,"점심 : 11 : 30-15 : 00 LO15 : 00
저녁 식사 : 17 : 00-22 : 00 LO21 : 30",매주 일요일과 공휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 5,000 엔",,,"Chigabo Building B1F, 3-6-8 Kyobashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Asakusa Line / Takaramachi (도쿄) 역 1 분 도보 (64m)
도쿄 메트로 긴자 라인 / 교오바시 (도쿄) 역 (120m)에서 도보 2 분
도쿄 메트로 유라쿠코 라인 / Ginza 1-Chome Station에서 도보 4 분 (310m)",,"34 석
(20 개의 테이블 좌석, 13 개의 카운터 좌석)",예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",,,,,,"개인 실, 싱글 룸, 크리스마스 저녁 식사, 세련된, 흡연, 세련된, 개인 실, 개인 실, 세련된, 성인 연말 파티, 성인 새해 파티를위한 요리
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/2792606.jpg,,,,,,,,,,,,,,,,
Halco,Halco,https://retty.me/area/PRE13/ARE15/SUB1501/100001210337/,03-3567-5255,와인 바 바 식당 바,,불규칙한 휴일,"점심:-
저녁 식사 : ~ 6,000 엔",,PayPay,"Kyobashi Miki Building 1f, 2-12-2 Kyobashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Asakusa Line / Takaramachi (도쿄) 역 1 분 도보 (25m)
도쿄 메트로 긴자 라인 / 키오바시 (도쿄) 역에서 도보로 3 분 거리 (180m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome 역에서 도보로 6 분 거리 (450m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"혼자 즐거움, 크리스마스 저녁 식사, 와인은 술에 취해, 금연, 지불금 지불 이용 가능, 성인 날짜",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/6453536.jpg,,,,,,,,,,,,,,,,
スターバックスコーヒー 八重洲地下街店,스타 벅스 커피 Yaesu 지하 쇼핑몰 상점,https://retty.me/area/PRE13/ARE15/SUB1501/100000085033/,03-3243-0421,"카페, 커피 전문점, 테이크 아웃, 초콜릿","[하루 종일]
 6:30-22:00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",예,PayPay,"Yaesu Underground Mall, 2-1 Yaesu Chuo-Ku, 도쿄 Yaesu Underground 1st Street
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Nihonbashi (도쿄) 역에서 도보로 4 분 거리 (250m)
도쿄 메트로 긴자 라인 / 키오바시 (도쿄) 역에서 도보로 4 분 거리 (300m)
JR Yamanote Line / 도쿄 역에서 도보 4 분 (300m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,"https://www.starbucks.co.jp/
https://store.starbucks.co.jp/detail-3/?utm_source=gmb&utm_medium=organic&utm_campaign=store&utm_content=3",,,,"점심, 연회 및 음주 파티, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 브런치, 아침 식사, 저녁 식사, 저녁 식사, 저녁, 금연, 지불금 지불 가능
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/32083785.jpg,,,,,,,,,,,,,,,,
アリーズバー,동맹국 바,https://retty.me/area/PRE13/ARE15/SUB1501/100000030946/,03-3271-9077,바 훈제,"[월요일부터 금요일까지]
 18:00-4:00
[토양]
 18:00-23:00
*개장 시간은 각 지방 정부의 정책과 귀하가 거주하는 상업 시설에 따릅니다.","매주 일요일과 공휴일
・ 새해 공휴일 (확인하십시오)","점심:-
저녁 식사 : ~ 4,000 엔",예,PayPay,"Yaesuguchi Kaikan, 1f, 1-7-20 Yaesu, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 1 분 거리 (70m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보로 4 분 거리 (280m)
도쿄 메트로 긴자 라인 / Nihonbashi (도쿄) 역에서 도보로 4 분 거리 (310m)",,,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"날짜 연회 및 음주 파티 싱글 OK 작별 파티를 환영 파티를 환영합니다. 크리스마스 저녁 식사 연말 파티 새해 파티 새해 파티 첫 번째 기차 저녁 식사 흡연이 허용 될 때까지 세련된 개방.
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/5842849.jpg,,,,,,,,,,,,,,,,
焼肉トラジ 京橋店,야키니 쿠 토라 지 교오 바시 지점,https://retty.me/area/PRE13/ARE15/SUB1501/100000824100/,03-5204-1129,Yakiniku Korean Food Hormones,"[하루 종일]
점심 11:00-15:00 L.O. 14:30
[월요일부터 금요일까지, 휴일 전]
저녁 식사 17:00-23:00 L.O. 22:00
[태양, 토요일, 휴일]
 11:00-23:00 L.O. 22:00","불규칙한 휴일
도쿄 스퀘어 가든과 동일합니다","점심 : ~ 2,000 엔
저녁 식사 : ~ 6,000 엔",예,PayPay,"도쿄 스퀘어 가든 2F, 3-1 교오바시, 도쿄 추키
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 교오바시 (도쿄) 역에서 도보로 1 분 거리 (58m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome 역에서 도보로 3 분 거리 (220m)
Toei Asakusa Line / Takaramachi (도쿄) 역에서 도보로 4 분 거리 (280m)",예,71 석,예,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,우리는 야채 요리와 고기 요리에 대해 특별합니다,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일",사용 가능한 예약,"점심, 개인 실, 약혼 저녁 식사 파티, 독신, 엔터테인먼트, 크리스마스 저녁 식사, 어린이와 함께 즐기기, 세련된, 영어를 구사할 수있는, 저녁 식사, 쌀, 고기, 흡연 허용, 개인 실, 점심, 세련된 점심, 세련된 개인 실
다른 사용 장면을 참조하십시오",예,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/30527710.jpg,,,,,,,테이크 아웃 가능성,,,,,,"영어 중국어 한국
언어 지원 메뉴가 있습니다",,,
八吉酒場 八重洲店,Yayoshi Sakaba Yaesu 지점,https://retty.me/area/PRE13/ARE15/SUB1501/100000854743/,03-3516-6088,이자카야 해산물과 해산물,"[월요일 ~ 목요일]
 15:30-24:30
[금요일/휴가 전]
 15:30-28:30
[태양, 토요일, 휴일]
 15:30-24:00",하루 종일 개점,"점심:-
저녁 식사 : ~ 4,000 엔",예,,"Yaesu Building 1 및 2F, 3-2-17 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보 3 분 (190m)
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 3 분 거리 (240m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보로 5 분 거리 (350m)",,50 석,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"연회 및 음주 파티 작별 파티를 환영 파티 연말 파티 새해 파티 첫 번째 기차 저녁 식사 흡연이 흡연 할 때까지 오픈을 마실 수 있습니다.
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/5069574.jpg,,,,,,,,,,,,,,,,
居酒屋 さつま,이자카야 사츠마,https://retty.me/area/PRE13/ARE15/SUB1501/100000839502/,03-6225-2076,이자카야 일본 요리 교토 요리,"[월요일부터 금요일까지, 휴일 전]
 17:00-24:00",매주 일요일과 공휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 3,000 엔",Amex,,"Isshin Building B1, 2-11 Yaesu, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome Station에서 도보 2 분 (160m)
도쿄 메트로 진 자 라인 / 키오바시 (도쿄) 역에서 도보로 3 분 거리 (210m)
JR Yamanote Line / 도쿄 역에서 도보 4 분 (290m)",,35 석,없음,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,싱글 OK 저녁 식사 저녁 식사 맛/저렴한 식당 흡연 허용,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/32025411.jpg,,,,,,,,,,,,,,,,
京橋モルチェ,교오바시 털이,https://retty.me/area/PRE13/ARE15/SUB1501/100000008253/,03-3274-3891,"서양식 음식, 맥주 홀, 스탠딩 바, 햄버거","[월요일부터 금요일까지]
 10:00-22:00 L.O. 21:30
[토양]
 10:00-16:00 L.O. 15:30","매주 일요일과 공휴일
새해 연말 연시","점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔",Amex,,"Kyobashi Edgran 지하실 1f, 2-2-1 Kyobashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 교오바시 (도쿄) 역에서 도보로 1 분 거리 (12m)
Toei Asakusa Line / Takaramachi (도쿄) 역에서 도보로 3 분 거리 (220m)
JR Yamanote Line / 도쿄 역에서 도보로 5 분 (370m)",,182 석,예,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",,https://www.edogrand.tokyo/shop,,,,"점심, 개인 실, 싱글 룸, 크리스마스 저녁 식사, 브런치, 세련된, 저녁 식사, 쌀, 흡연 허용, 개인 실, 점심, 세련된, 개인 실, 개인 실, 엔터테인먼트, 성인 연말 파티
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/2482015.jpg,,,예약 : 저녁 식사 만 가능합니다,,,,,,,,,,,,,
のど黒屋 八重洲店,Nodo Kuroya Yaesu 지점,https://retty.me/area/PRE13/ARE15/SUB1501/100000853446/,03-3517-1088,해산물과 해산물 요리 일본 음식 사시미 이자카야,"[월요일 ~ 목요일]
 17:00-24:00
[금요일/휴가 전]
 17:00-26:00
[토양]
 17:00-23:30",매주 일요일과 공휴일,"점심:-
저녁 식사 : ~ 8,000 엔",Amex,,"4F, Dai-Yayoi Building, 3-4-1 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보 3 분 (210m)
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 4 분 거리 (270m)
도쿄 메트로 진 자 라인 / 키오바시 (도쿄) 역에서 도보로 5 분 거리 (330m)",,38 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해",,https://www.ichirokudo.com/shop/nodoguroya,,,,"개인 객실은 Sake Dinning, Fin-Smoking, 늦은 밤에 영업합니다.",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/31804470.jpg,,,,,,,,,,,,,,,,
婆娑羅,바사라,https://retty.me/area/PRE13/ARE15/SUB1501/100000803111/,03-5542-1938,일본 요리 쌀 그릇 카포/한국 레스토랑 Sukiyaki Pudding Jelly,"[월요일부터 금요일까지]
점심 11:00-15:00 L.O. 14:00
[월요일부터 금요일과 토요일]
저녁 식사 17 : 30-23 : 00 L.O. 22:00
[태양, 토요일, 휴일]
점심 11:30-15:30 L.O. 14:30
[Sun, Public Holidays, 전국 전]
저녁 식사 17 : 30-22 : 00 L.O. 21:00
[축하 전]
점심 11:00-15:30 L.O. 14:00","하루 종일 개점
일요일에 불규칙한 휴일","점심 : ~ 3,000 엔
저녁 식사 : ~ 10,000 엔",예,PayPay,"도쿄 스퀘어 가든, 3-1 Kyobashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 교오바시 (도쿄) 역에서 도보로 1 분 거리 (58m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome 역에서 도보로 3 분 거리 (220m)
Toei Asakusa Line / Takaramachi (도쿄) 역에서 도보로 4 분 거리 (280m)",,54 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,"점심, 데이트, 개인 실, 약혼, 싱글, 엔터테인먼트, 크리스마스 저녁 식사, 술 마시기, 와인, 세련된, 저녁 식사, 쌀, 비 흡연, 개인 객실 점심, 개인 방 날짜, 점심 날짜
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/31033646.jpg,,,,,,,,,,,,,,,,
