카테고리리,상품명,번역된 상품명,가격,image_url
揚げ物,北海道産きたあかりの牛肉コロッケ,홋카이도로 만든 쇠고기 크로켓,108,https://www.lawson.co.jp/recommend/original/detail/img/l639851_1.jpg
揚げ物,牛肉メンチ,쇠고기 국수,130,https://www.lawson.co.jp/recommend/original/detail/img/l758880.jpg
揚げ物,たけのこと豚肉の五目春巻,돼지 고기를 가져 가라,100,https://www.lawson.co.jp/recommend/original/detail/img/l639446.jpg
揚げ物,大きなイカフライ,큰 튀긴 오징어,160,https://www.lawson.co.jp/recommend/original/detail/img/l518112_1.jpg
揚げ物,ふっくらあじフライ,통통한 튀김,190,https://www.lawson.co.jp/recommend/original/detail/img/n503714.jpg
揚げ物,イカから揚げ,튀긴 오징어,281,https://www.lawson.co.jp/recommend/original/detail/img/l552009_1.jpg
まちかど厨房,三元豚の厚切りロースカツサンド(とんかつ まい泉監修ソース使用),두꺼운 얇게 썬 상겐 돼지 고기 허리 커틀릿 샌드위치 (Maizumi가 감독 한 소스를 사용하여 돼지 고기 커틀릿),495,https://www.lawson.co.jp/recommend/original/detail/img/l20210302chubo0003_1.jpg
まちかど厨房,三元豚の厚切りカツ＆タマゴサンド,두꺼운 얇게 썬 상겐 돼지 고기 커틀릿과 계란 샌드위치,495,https://www.lawson.co.jp/recommend/original/detail/img/ln41chubo_3.jpg
まちかど厨房,海老カツタマゴサンド,새우 katsuraego 샌드위치,495,https://www.lawson.co.jp/recommend/original/detail/img/l20250422chubo0001.jpg
まちかど厨房,厚切りカツ&店内づくりのだしたまごサンド,매장 내에서 만든 두꺼운 표정 및 계란 샌드위치,495,https://www.lawson.co.jp/recommend/original/detail/img/l20250114chubo0001.jpg
まちかど厨房,海鮮かき揚げ丼,해산물 카키 게 쌀 그릇,592,https://www.lawson.co.jp/recommend/original/detail/img/l20231114chubo0001_1.jpg
まちかど厨房,三元豚の厚切りロースソースカツ丼(とんかつ まい泉監修ソース使用),Sangen 돼지 고기 두꺼운 얇게 썬 허리 소스 커틀 그릇 (Maizumi가 감독 한 소스 포함),646,https://www.lawson.co.jp/recommend/original/detail/img/l20210302chubo0002_4.jpg
まちかど厨房,直火で炙った焼豚丼,열린 불꽃 위에 구운 돼지 고기 그릇,646,https://www.lawson.co.jp/recommend/original/detail/img/l20240130chubo0001.jpg
まちかど厨房,備長炭焼き親子丼,빈 코탄 숯 구이 오야 코돈,745,https://www.lawson.co.jp/recommend/original/detail/img/l20201110chubo0002_3.jpg
まちかど厨房,具おにぎり　紅鮭,"쌀 공, 붉은 연어",365,https://www.lawson.co.jp/recommend/original/detail/img/l20231010chubo0002.jpg
まちかど厨房,具おにぎり　辛子明太子,매운 멘타이코 쌀 충전물,365,https://www.lawson.co.jp/recommend/original/detail/img/l20231010chubo0003.jpg
まちかど厨房,具おにぎり　店内づくりのだしたまご,쌀 공 - 가게에서 만든 계란,397,https://www.lawson.co.jp/recommend/original/detail/img/l20250114chubo0003.jpg
まちかど厨房,鶏ごぼう,닭 버드,279,https://www.lawson.co.jp/recommend/original/detail/img/l122chubo.jpg
まちかど厨房,三元豚の厚切りロースカツ,두꺼운 얇게 썬 상겐 돼지 고기 허리 커틀,473,https://www.lawson.co.jp/recommend/original/detail/img/l20221025chubo0002_1.jpg
まちかど厨房,チーズ大葉チキンカツ,치즈 시소 치킨 커틀릿,397,https://www.lawson.co.jp/recommend/original/detail/img/l20221025chubo0005_1.jpg
まちかど厨房,鶏の炭火焼き3種盛り,세 개의 숯 구이 닭고기,397,https://www.lawson.co.jp/recommend/original/detail/img/l20240423chubo0001.jpg
まちかど厨房,若鶏の砂肝にんにく,어린 닭고기 마늘,397,https://www.lawson.co.jp/recommend/original/detail/img/l20240903chubo0001.jpg
コーヒー,アイス宇治抹茶ラテ,아이스 uji matcha latte,280,https://www.lawson.co.jp/recommend/original/detail/img/l780632.jpg
コーヒー,コーヒー(S),커피 (들),140,https://www.lawson.co.jp/recommend/original/detail/img/l_coffee001.jpg
コーヒー,コーヒー(M),커피 (M),210,https://www.lawson.co.jp/recommend/original/detail/img/l_coffee002.jpg
コーヒー,コーヒー(L),커피 (L),240,https://www.lawson.co.jp/recommend/original/detail/img/l_coffee003.jpg
コーヒー,メガホットコーヒー,메가 뜨거운 커피,340,https://www.lawson.co.jp/recommend/original/detail/img/l572961_2.jpg
コーヒー,アイスコーヒー(S),아이스 커피,140,https://www.lawson.co.jp/recommend/original/detail/img/l_coffee006_1.jpg
コーヒー,アイスコーヒー(M),아이스 커피 (M),240,https://www.lawson.co.jp/recommend/original/detail/img/l_coffee007_1.jpg
コーヒー,メガアイスコーヒー,메가 아이스 커피,340,https://www.lawson.co.jp/recommend/original/detail/img/l_coffee008_2.jpg
コーヒー,モカブレンド(S),Mocha Blend (들),160,https://www.lawson.co.jp/recommend/original/detail/img/l743965.jpg
コーヒー,アイスモカブレンド,아이스 모카 블렌드,170,https://www.lawson.co.jp/recommend/original/detail/img/l756603.jpg
コーヒー,カフェラテ(M),카페 라떼 (M),210,https://www.lawson.co.jp/recommend/original/detail/img/l_coffee010.jpg
コーヒー,カフェラテ(L),카페 라떼 (L),270,https://www.lawson.co.jp/recommend/original/detail/img/l_coffee011.jpg
コーヒー,メガホットカフェラテ,메가 핫 카페 라떼,360,https://www.lawson.co.jp/recommend/original/detail/img/l_coffee012_2.jpg
コーヒー,アイスカフェラテ(M),아이스 카페 라떼 (M),260,https://www.lawson.co.jp/recommend/original/detail/img/l_coffee014.jpg
コーヒー,メガアイスカフェラテ,메가 아이스 카페 라떼,390,https://www.lawson.co.jp/recommend/original/detail/img/l_coffee015_1.jpg
コーヒー,アイスほうじ茶ラテ,얼음 구운 티 라떼,260,https://www.lawson.co.jp/recommend/original/detail/img/l608689.jpg
コーヒー,アイスミルク,얼음 우유,150,https://www.lawson.co.jp/recommend/original/detail/img/l_coffee030.jpg
コーヒー,ホットミルク,뜨거운 우유,130,https://www.lawson.co.jp/recommend/original/detail/img/l_coffee029.jpg
コーヒー,キャラメルフラッペ,카라멜 프라페,380,https://www.lawson.co.jp/recommend/original/detail/img/l781288.jpg
コーヒー,ストロベリーフラッペ,딸기 프라페,380,https://www.lawson.co.jp/recommend/original/detail/img/l781286.jpg
コーヒー,ホットコーヒー用豆,뜨거운 커피 콩,"1,500",https://www.lawson.co.jp/recommend/original/detail/img/l608688.jpg
