category_id,category_name,name_ja,name_ko,price,img_url
frozen_foods,冷凍食品,７プレミアム　塩味そら豆,7 프리미엄 소금 블룸 콩,158円（税込170.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/410388/3E4AA762D6BFC6903298BB92243631E8.jpg
frozen_foods,冷凍食品,７プレミアム　ロックアイス１．１ｋｇ,7 프리미엄 암석 얼음 1.1kg,258円（税込278.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/450337/3BF411612BAFA56841EACC6F9ADECC7F.jpg
frozen_foods,冷凍食品,ロックアイス２ｋｇ,2kg 암석 얼음,413円（税込446.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/450369/AC3D79A7A00D1108BE0EF45BCB7322E0.jpg
frozen_foods,冷凍食品,ロックアイスグラス　２００ｇ,암석 얼음 유리 200g,120円（税込129.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/450336/03ECC90EB2B185082076B08EED22210C.jpg
sevencafe,セブンカフェ,セブンカフェ　ホットコーヒーＲ,7 개의 카페 핫 커피 r,112円（税込120.96円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/140042/934264E9370F4B499FB81EDC62B0D00C.jpg
sevencafe,セブンカフェ,７カフェ　ホットコーヒーＬ,7 카페 핫 커피 l,167円（税込180.36円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/140131/57B9EA5F06ADF8B48B5D49B54ACE1B10.jpg
sevencafe,セブンカフェ,セブンカフェ　アイスコーヒーＲ,7 개의 카페 아이스 커피 r,112円（税込120.96円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/140076/7787CA7519C70950250C13C19F4DFAA3.jpg
sevencafe,セブンカフェ,７カフェ　アイスコーヒーＬ,7 카페 아이스 커피 l,195円（税込210.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/140133/FDAD3E88A554819F0D953B8846CCC3E0.jpg
sevencafe,セブンカフェ,セブンカフェ　キリマンジャロブレンドホットＲ,Seven Cafe Kilimanjaro Blend Hot r,130円（税込140.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/140367/F52307690A967F53F3D8CAD567ABC5F9.jpg
sevencafe,セブンカフェ,セブンカフェキリマンジャロブレンドホットＬ,Seven Cafe Kilimanjaro Blend Hot l,195円（税込210.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/140368/24D3B989B2949B8A4BC6DB45C5312073.jpg
sevencafe,セブンカフェ,セブンカフェキリマンジャロブレンドアイスＲ,Seven Cafe Kilimanjaro Blend Ice r,130円（税込140.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/140381/9DDAF6866D5EF108DD7C6C9CEFB8AF52.jpg
sevencafe,セブンカフェ,セブンカフェキリマンジャロブレンドアイスＬ,Seven Cafe Kilimanjaro Blend Ice l,223円（税込240.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/140379/F8299C8C603CE311C0B2D5B24115F550.jpg
sevencafe,セブンカフェ,セブンカフェ　ホットカフェラテＲ,7 개의 카페 핫 카페 라떼 r,176円（税込190.08円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/140206/E31B4DD460497C2F49568BE4F715CFE2.jpg
sevencafe,セブンカフェ,セブンカフェ　ホットカフェラテＬ,7 개의 카페 핫 카페 라떼 l,232円（税込250.56円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/140209/317280E1C5E5469443ACA3763103E461.jpg
sevencafe,セブンカフェ,セブンカフェ　アイスカフェラテＲ,Seven Cafe Ice Cafe Latte r,223円（税込240.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/140208/1C4586010B03F6DE1BCBD831595BC85B.jpg
sevencafe,セブンカフェ,セブンカフェ　アイスカフェラテＬ,Seven Cafe Ice Cafe Latte l,278円（税込300.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/140210/13A4EA3C2DDB2E6C597183551986CCEC.jpg
