restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,ic_card_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,private,facebook,lecture,available_drinks,cooking_specialties,drinking_specialties,reservation,usage_scenes,waiting,service,dress_code,child_friendly,pet_friendly,power_supply_available,wifi_available,phone_number,foreign_language_support,additional_equipment,video,qr_code_payment,store_website,instagram,remarks,인근 시설,twitter,beer_maker
個室処 稲田屋はなれ 八重洲店,개인 실 아나 다야 하레 야 에스 매장,https://retty.me/area/PRE13/ARE15/SUB1503/100000869319/,03-6265-1708,이자카야 소바 (Soba),"[월요일부터 금요일까지]
점심 11:30-14:30 L.O. 14:00
저녁 식사 17:00-23:00 L.O. 22:00
[토양]
점심 11:30-15:00 L.O. 14:30
저녁 식사 17:00-22:00 L.O. 21:00
자세한 내용은 공식 웹 사이트를 확인하십시오.","매주 일요일과 공휴일
새해 휴일 (확인하십시오)
자세한 내용은 공식 웹 사이트를 확인하십시오.","점심 : ~ 3,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB","Suica, Manaca, Toica, Pitapa, Icoca, Hayakaken, Nimoca, Sugoca","Yaesu, Chuo-Ku, 도쿄 1f Yaesu, Yaesu, 지하실
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 2 분 거리 (110m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보로 3 분 거리 (180m)
JR Yamanote Line / 도쿄 역에서 도보로 3 분 (240m)","예
근처 (할인 없음) 사용 가능",62 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",,,"3,000-3,999 엔 코스, 4,000-4,999 엔 코스, 5,000-5,999 엔 코스, 6,000-6,999 엔 코스, 7,000-7,999 엔 코스, 8,000 엔 또는 더 많은 코스가 있습니다.","ALL-YOU-CAN-DRINK 가격 : 2,000 엔 -2,999 엔, 5,000 엔 이상, 2 시간 동안 온전한 링크","우리는 고기 요리, 생선 요리 및 식품 생산 공간에 특히 그렇습니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일",,"점심 모든-냉담한 결혼식 기념일 연회/음주 파티 개인 방 약혼 저녁 식사 독신 사람들을위한 좋아요 성인을위한 엔터테인먼트 이용 성별 파티 환영 파티 크리스마스 저녁 식사 파티 새해 파티 마시는 와인 주차 가능
다른 사용 장면을 참조하십시오","조용한 가게
차분한 분위기",놀라운 응답 가능,,"예
유아 및 어린이, 유치원 어린이, 초등학생 및 어린이 메뉴 이용 가능",불가능합니다,불가능합니다,예,,"영어
언어 지원 메뉴가 있습니다",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000869319/archive/1874517-5f6d3212cb075.jpg,,https://inataya.co.jp/restaurant/yaesu/,,,,,
いし井,ISHII,https://retty.me/area/PRE13/ARE15/SUB1503/100000081724/,03-3271-3056,카포/작은 레스토랑 계절 요리 이자카야 세트 식사,"[월요일부터 금요일과 토요일]
 11:00-13:30
 18:00-22:00
명확하지 않습니다",매주 일요일과 공휴일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 10,000 엔",Amex,,"B1F, 2-2-15 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 니혼 바시 (도쿄) 역에서 도보 1 분 (61m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보로 4 분 거리 (320m)
JR Yamanote Line / 도쿄 역에서 도보로 5 분 (350m)",,19 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"점심, 솔로, 엔터테인먼트, 크리스마스 저녁 식사, 세련된, 저녁, 쌀, 비 조화, 세련된 점심
다른 사용 장면을 참조하십시오",,,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/31929621.jpg,,,,,,,
おでん お多幸 神田店,오덴 오타코 칸다 매장,https://retty.me/area/PRE13/ARE15/SUB1503/100000010671/,03-3242-0753,오덴 라이스 사시미 이자카야,"[월요일부터 금요일까지]
점심 11:00-13:50 L.O. 13:30
저녁 식사 16 : 30-23 : 00 L.O. 22:30",매주 토요일마다 일요일 휴가,"점심 : ~ 2,000 엔
저녁 식사 : ~ 6,000 엔",Amex,,"공동 건물 1F, 4-3-11, Nihonbashi Murachi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Jr Sobu Main Line / Shin-Nihonbashi Station에서 도보로 2 분 거리 (110m)
JR Yamanote Line / Kanda (도쿄) 역 3 분 거리 (220m)
도쿄 메트로 진 자 라인 / 미츠코시마 역에서 도보로 4 분 거리 (260m)",,57 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"점심, 솔로, 엔터테인먼트, 크리스마스 저녁 식사, 음료수, 세련된, 저녁 식사, 쌀, 금연, 세련된 점심
다른 사용 장면을 참조하십시오",,,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34725371.jpg,,http://www.otako.co.jp/,,,,,
鶴屋吉信 東京店,Tsuruya Yoshinobu 도쿄 상점,https://retty.me/area/PRE13/ARE15/SUB1503/100000082097/,03-3243-0551,"과자, 과자, 면도 된 얼음, 일본 과자, 파르페, 푸딩, 일본 과자, 기념품","[하루 종일]
 10:30-20:00 L.O. 19:30","불규칙한 휴일, 매년 1 월 1 일","점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔",예,,"31f Coredo Murachi, 1-5-5, Nihonbashi Murachi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 미츠코시마 역에서 도보로 1 분 (38m)
Jr Sobu Main Line / Shin-Nihonbashi Station에서 도보로 3 분 거리 (210m)
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 6 분 거리 (420m)",예,30 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,불가능합니다,,,,,,,"싱글은 환영합니다, Cherry Blossom 시청 및 Cherry Blossom Viewing Christmas Dinner 세련된 비 흡연",,,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/29890288.jpg,,https://www.tsuruyayoshinobu.jp/,,,,,
ポケモンカフェ,포켓몬 카페,https://retty.me/area/PRE13/ARE15/SUB1503/100001409556/,03-6262-3439,카페 서양 음식 과자,"[하루 종일]
 10:30-22:00 L.O. 21:00",명확하지 않습니다,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",예,,"Nihonbashi Takashimaya S.C. East Building 5F, 2-11-2 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 2 분 거리 (160m)
도쿄 메트로 히비야 라인 / 카야 바차 스테이션에서 도보로 5 분 (390m)","예
특별 P, 이웃 P (할인) 사용 가능",140 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,예약이 필요합니다,"점심, 단일 용도, 주차, 어린이와 함께 즐거운, 세련된, 저녁 식사, 비 조화, 세련된 점심, 이브닝 카페, 캐주얼
다른 사용 장면을 참조하십시오",,"놀라운 응답 가능
축하 가능성
테이크 아웃 가능성",없음,예,불가능합니다,,,,언어를 말할 수있는 직원이 있습니다,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/32933509.jpg,,https://www.pokemoncenter-online.com/cafe/,,,,,
魚釜 日本橋横山町店,Uogama Nihonbashi Yokoyamacho 지점,https://retty.me/area/PRE13/ARE15/SUB1503/100001171154/,03-6264-8241,일본 요리 kamame Izakaya 해산물 및 해산물 요리 쌀 그릇,"[하루 종일]
점심 11:30-14:30
저녁 식사 17:00-24:00","하루 종일 개점
때때로 나는 꺼져있다","점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex
식당
JCB",,"1-4 Yokoyamacho, Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Jr Sobu Main Line / Bakurocho Station에서 도보 2 분 (130m)
Toei Shinjuku Line / Bakuro Yokoyama Station에서 도보 2 분 (130m)
Toei Asakusa Line / Higashi-Nihonbashi Station에서 도보로 4 분 거리 (320m)","없음
근처 (할인 없음) 사용 가능",36 석,예,"불가능합니다
(외부에 재떨이가 있습니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,생선 요리 전문,일본어를 사용할 수 있습니다,사용 가능한 예약,"점심, 개인 객실, 싱글 룸, 크리스마스 저녁 식사, 사케 가능, 주차 가능, 어린이, 저녁 식사, 저녁 식사, 비 흡연, 개인 실, 세련된 점심, 세련된 개인 실, 개인 실, 엔터테인먼트와 함께 즐기십시오.
다른 사용 장면을 참조하십시오","차분한 분위기
골목을 향합니다",,,예,예,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34811214.jpg,PayPay,,,,,,
個室処 稲田屋はなれ 八重洲店,개인 실 아나 다야 하레 야 에스 매장,https://retty.me/area/PRE13/ARE15/SUB1503/100000869319/,03-6265-1708,이자카야 소바 (Soba),"[월요일부터 금요일까지]
점심 11:30-14:30 L.O. 14:00
저녁 식사 17:00-23:00 L.O. 22:00
[토양]
점심 11:30-15:00 L.O. 14:30
저녁 식사 17:00-22:00 L.O. 21:00
자세한 내용은 공식 웹 사이트를 확인하십시오.","매주 일요일과 공휴일
새해 휴일 (확인하십시오)
자세한 내용은 공식 웹 사이트를 확인하십시오.","점심 : ~ 3,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB","Suica, Manaca, Toica, Pitapa, Icoca, Hayakaken, Nimoca, Sugoca","Yaesu, Chuo-Ku, 도쿄 1f Yaesu, Yaesu, 지하실
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 2 분 거리 (110m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보로 3 분 거리 (180m)
JR Yamanote Line / 도쿄 역에서 도보로 3 분 (240m)","예
근처 (할인 없음) 사용 가능",62 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",,,"3,000-3,999 엔 코스, 4,000-4,999 엔 코스, 5,000-5,999 엔 코스, 6,000-6,999 엔 코스, 7,000-7,999 엔 코스, 8,000 엔 또는 더 많은 코스가 있습니다.","ALL-YOU-CAN-DRINK 가격 : 2,000 엔 -2,999 엔, 5,000 엔 이상, 2 시간 동안 온전한 링크","우리는 고기 요리, 생선 요리 및 식품 생산 공간에 특히 그렇습니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일",,"점심 모든-냉담한 결혼식 기념일 연회/음주 파티 개인 방 약혼 저녁 식사 독신 사람들을위한 좋아요 성인을위한 엔터테인먼트 이용 성별 파티 환영 파티 크리스마스 저녁 식사 파티 새해 파티 마시는 와인 주차 가능
다른 사용 장면을 참조하십시오","조용한 가게
차분한 분위기",놀라운 응답 가능,,"예
유아 및 어린이, 유치원 어린이, 초등학생 및 어린이 메뉴 이용 가능",불가능합니다,불가능합니다,예,,"영어
언어 지원 메뉴가 있습니다",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000869319/archive/1874517-5f6d3212cb075.jpg,,https://inataya.co.jp/restaurant/yaesu/,,,,,
CAFE PHARMACY,카페 약국,https://retty.me/area/PRE13/ARE15/SUB1503/100001742027/,090-3625-6680,카페 과자,,,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",예,,"3-2-8 Nihonbashi Honmachi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Jr Sobu Main Line / Shin-Nihonbashi Station에서 도보 1 분 (78m)
도쿄 메트로 진 자 라인 / 미츠코시마 역에서 도보 2 분 (140m)
JR Yamanote Line / Kanda (도쿄) 스테이션 6 분 도보 (480m)",,10 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,와인이 있습니다,,금연,"조용한 가게
차분한 분위기",,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34803548.jpg,,,https://www.instagram.com/cafe_pharmacy_tokyo/,,,,
おでん お多幸 神田店,오덴 오타코 칸다 매장,https://retty.me/area/PRE13/ARE15/SUB1503/100000010671/,03-3242-0753,오덴 라이스 사시미 이자카야,"[월요일부터 금요일까지]
점심 11:00-13:50 L.O. 13:30
저녁 식사 16 : 30-23 : 00 L.O. 22:30",매주 토요일마다 일요일 휴가,"점심 : ~ 2,000 엔
저녁 식사 : ~ 6,000 엔",Amex,,"공동 건물 1F, 4-3-11, Nihonbashi Murachi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Jr Sobu Main Line / Shin-Nihonbashi Station에서 도보로 2 분 거리 (110m)
JR Yamanote Line / Kanda (도쿄) 역 3 분 거리 (220m)
도쿄 메트로 진 자 라인 / 미츠코시마 역에서 도보로 4 분 거리 (260m)",,57 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"점심, 솔로, 엔터테인먼트, 크리스마스 저녁 식사, 음료수, 세련된, 저녁 식사, 쌀, 금연, 세련된 점심
다른 사용 장면을 참조하십시오",,,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34725371.jpg,,http://www.otako.co.jp/,,,,,
鶴屋吉信 東京店,Tsuruya Yoshinobu 도쿄 상점,https://retty.me/area/PRE13/ARE15/SUB1503/100000082097/,03-3243-0551,"과자, 과자, 면도 된 얼음, 일본 과자, 파르페, 푸딩, 일본 과자, 기념품","[하루 종일]
 10:30-20:00 L.O. 19:30","불규칙한 휴일, 매년 1 월 1 일","점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔",예,,"31f Coredo Murachi, 1-5-5, Nihonbashi Murachi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 미츠코시마 역에서 도보로 1 분 (38m)
Jr Sobu Main Line / Shin-Nihonbashi Station에서 도보로 3 분 거리 (210m)
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 6 분 거리 (420m)",예,30 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,불가능합니다,,,,,,,"싱글은 환영합니다, Cherry Blossom 시청 및 Cherry Blossom Viewing Christmas Dinner 세련된 비 흡연",,,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/29890288.jpg,,https://www.tsuruyayoshinobu.jp/,,,,,
ポケモンカフェ,포켓몬 카페,https://retty.me/area/PRE13/ARE15/SUB1503/100001409556/,03-6262-3439,카페 서양 음식 과자,"[하루 종일]
 10:30-22:00 L.O. 21:00",명확하지 않습니다,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",예,,"Nihonbashi Takashimaya S.C. East Building 5F, 2-11-2 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 2 분 거리 (160m)
도쿄 메트로 히비야 라인 / 카야 바차 스테이션에서 도보로 5 분 (390m)","예
특별 P, 이웃 P (할인) 사용 가능",140 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,예약이 필요합니다,"점심, 단일 용도, 주차, 어린이와 함께 즐거운, 세련된, 저녁 식사, 비 조화, 세련된 점심, 이브닝 카페, 캐주얼
다른 사용 장면을 참조하십시오",,"놀라운 응답 가능
축하 가능성
테이크 아웃 가능성",없음,예,불가능합니다,,,,언어를 말할 수있는 직원이 있습니다,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/32933509.jpg,,https://www.pokemoncenter-online.com/cafe/,,,,,
個室処 稲田屋はなれ 八重洲店,개인 실 아나 다야 하레 야 에스 매장,https://retty.me/area/PRE13/ARE15/SUB1503/100000869319/,03-6265-1708,이자카야 소바 (Soba),"[월요일부터 금요일까지]
점심 11:30-14:30 L.O. 14:00
저녁 식사 17:00-23:00 L.O. 22:00
[토양]
점심 11:30-15:00 L.O. 14:30
저녁 식사 17:00-22:00 L.O. 21:00
자세한 내용은 공식 웹 사이트를 확인하십시오.","매주 일요일과 공휴일
새해 휴일 (확인하십시오)
자세한 내용은 공식 웹 사이트를 확인하십시오.","점심 : ~ 3,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB","Suica, Manaca, Toica, Pitapa, Icoca, Hayakaken, Nimoca, Sugoca","Yaesu, Chuo-Ku, 도쿄 1f Yaesu, Yaesu, 지하실
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 2 분 거리 (110m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보로 3 분 거리 (180m)
JR Yamanote Line / 도쿄 역에서 도보로 3 분 (240m)","예
근처 (할인 없음) 사용 가능",62 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",,,"3,000-3,999 엔 코스, 4,000-4,999 엔 코스, 5,000-5,999 엔 코스, 6,000-6,999 엔 코스, 7,000-7,999 엔 코스, 8,000 엔 또는 더 많은 코스가 있습니다.","ALL-YOU-CAN-DRINK 가격 : 2,000 엔 -2,999 엔, 5,000 엔 이상, 2 시간 동안 온전한 링크","우리는 고기 요리, 생선 요리 및 식품 생산 공간에 특히 그렇습니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일",,"점심 모든-냉담한 결혼식 기념일 연회/음주 파티 개인 방 약혼 저녁 식사 독신 사람들을위한 좋아요 성인을위한 엔터테인먼트 이용 성별 파티 환영 파티 크리스마스 저녁 식사 파티 새해 파티 마시는 와인 주차 가능
다른 사용 장면을 참조하십시오","조용한 가게
차분한 분위기",놀라운 응답 가능,,"예
유아 및 어린이, 유치원 어린이, 초등학생 및 어린이 메뉴 이용 가능",불가능합니다,불가능합니다,예,,"영어
언어 지원 메뉴가 있습니다",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000869319/archive/1874517-5f6d3212cb075.jpg,,https://inataya.co.jp/restaurant/yaesu/,,,,,
魚釜 日本橋横山町店,Uogama Nihonbashi Yokoyamacho 지점,https://retty.me/area/PRE13/ARE15/SUB1503/100001171154/,03-6264-8241,일본 요리 kamame Izakaya 해산물 및 해산물 요리 쌀 그릇,"[하루 종일]
점심 11:30-14:30
저녁 식사 17:00-24:00","하루 종일 개점
때때로 나는 꺼져있다","점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex
식당
JCB",,"1-4 Yokoyamacho, Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Jr Sobu Main Line / Bakurocho Station에서 도보 2 분 (130m)
Toei Shinjuku Line / Bakuro Yokoyama Station에서 도보 2 분 (130m)
Toei Asakusa Line / Higashi-Nihonbashi Station에서 도보로 4 분 거리 (320m)","없음
근처 (할인 없음) 사용 가능",36 석,예,"불가능합니다
(외부에 재떨이가 있습니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,생선 요리 전문,일본어를 사용할 수 있습니다,사용 가능한 예약,"점심, 개인 객실, 싱글 룸, 크리스마스 저녁 식사, 사케 가능, 주차 가능, 어린이, 저녁 식사, 저녁 식사, 비 흡연, 개인 실, 세련된 점심, 세련된 개인 실, 개인 실, 엔터테인먼트와 함께 즐기십시오.
다른 사용 장면을 참조하십시오","차분한 분위기
골목을 향합니다",,,예,예,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34811214.jpg,PayPay,,,,,,
いし井,ISHII,https://retty.me/area/PRE13/ARE15/SUB1503/100000081724/,03-3271-3056,카포/작은 레스토랑 계절 요리 이자카야 세트 식사,"[월요일부터 금요일과 토요일]
 11:00-13:30
 18:00-22:00
명확하지 않습니다",매주 일요일과 공휴일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 10,000 엔",Amex,,"B1F, 2-2-15 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 니혼 바시 (도쿄) 역에서 도보 1 분 (61m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보로 4 분 거리 (320m)
JR Yamanote Line / 도쿄 역에서 도보로 5 분 (350m)",,19 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"점심, 솔로, 엔터테인먼트, 크리스마스 저녁 식사, 세련된, 저녁, 쌀, 비 조화, 세련된 점심
다른 사용 장면을 참조하십시오",,,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/31929621.jpg,,,,,,,
海鮮居酒屋 福家,해산물 이자카야 후쿠야,https://retty.me/area/PRE13/ARE15/SUB1503/100001426770/,03-6231-0992,해산물과 해산물 요리 창의적인 요리 해산물 그릇 시라수 그릇 이자카야,"[월요일부터 금요일, 토요일, 휴일]
점심 11:30-14:00
저녁 식사 17:00-22:15",매주 일요일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 5,000 엔",예,,"1-9-9 Nihonbashi Bakurocho, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Sobu Main Line / Bakurocho 역에서 도보로 1 분 (58m)
Toei Shinjuku Line / Bakuro Yokoyama Station에서 도보로 3 분 거리 (230m)
Toei Asakusa Line / Higashi Nihonbashi Station에서 도보 5 분 (330m)",,,예,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,https://www.facebook.com/seafood Izakaya-fukuya-101548710345972/,,,,,,"점심, 개인 실, 저녁 식사, 쌀, 흡연 허용, 개인 실 점심",,,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/32171616.jpg,,,,,,,
CAFE PHARMACY,카페 약국,https://retty.me/area/PRE13/ARE15/SUB1503/100001742027/,090-3625-6680,카페 과자,,,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",예,,"3-2-8 Nihonbashi Honmachi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Jr Sobu Main Line / Shin-Nihonbashi Station에서 도보 1 분 (78m)
도쿄 메트로 진 자 라인 / 미츠코시마 역에서 도보 2 분 (140m)
JR Yamanote Line / Kanda (도쿄) 스테이션 6 분 도보 (480m)",,10 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,와인이 있습니다,,금연,"조용한 가게
차분한 분위기",,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34803548.jpg,,,https://www.instagram.com/cafe_pharmacy_tokyo/,,,,
ポケモンカフェ,포켓몬 카페,https://retty.me/area/PRE13/ARE15/SUB1503/100001409556/,03-6262-3439,카페 서양 음식 과자,"[하루 종일]
 10:30-22:00 L.O. 21:00",명확하지 않습니다,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",예,,"Nihonbashi Takashimaya S.C. East Building 5F, 2-11-2 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 2 분 거리 (160m)
도쿄 메트로 히비야 라인 / 카야 바차 스테이션에서 도보로 5 분 (390m)","예
특별 P, 이웃 P (할인) 사용 가능",140 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,예약이 필요합니다,"점심, 단일 용도, 주차, 어린이와 함께 즐거운, 세련된, 저녁 식사, 비 조화, 세련된 점심, 이브닝 카페, 캐주얼
다른 사용 장면을 참조하십시오",,"놀라운 응답 가능
축하 가능성
테이크 아웃 가능성",없음,예,불가능합니다,,,,언어를 말할 수있는 직원이 있습니다,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/32933509.jpg,,https://www.pokemoncenter-online.com/cafe/,,,,,
