restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,address,entrance,parking,seats,counter_seats,smoking,private_room,store_website,instagram,twitter,usage_scenes,child_friendly,wifi_available,phone_number,video,qr_code_payment,drinking_specialties,waiting,dress_code,remarks,ic_card_payment,private,facebook,lecture,available_drinks,cooking_specialties,reservation,service,power_supply_available,foreign_language_support,pet_friendly,additional_equipment,쇼핑 직무 정보,온라인 예약,beer_maker
銀座 すし縁,Ginza Sushi en,https://retty.me/area/PRE13/ARE2/SUB201/100001251445/,03-6274-6176,초밥 카포/작은 레스토랑 해산물/해산물,"[하루 종일]
 16:00-24:00",하루 종일 개점,"점심 : ~ 15,000 엔
저녁 식사 : ~ 15,000 엔","비자
마스터 카드
Amex
식당
JCB","새로운 Ginza Building 1 B1, 7-3-13 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 4 분 거리 (320m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 5 분 (340m)
JR Yamanote Line / Yurakucho Station에서 도보로 5 분 (390m)","없음
근처 (할인 없음) 사용 가능",28 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","https://ginza-sushien.com/
https://tabelog.com/tokyo/a1301/a130101/13189458/
https://restaurant.ikyu.com/105740/",,,"솔로 게스트 연말 파티 파티를 마시는 와인을 마시는 와인을위한 전용 사기꾼 개인 실
다른 사용 장면을 참조하십시오","예
유아, 유치원 어린이, 초등학생을 환영합니다",없음,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001251445/archive/1561538-5e81c2645e949.jpg,,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일","보기가 좋습니다
개방성이 있습니다
천장이 높습니다
조용한 가게
차분한 분위기
숨는 곳",없음,,,예,,"7,000 엔 ~ 7,999 엔 코스, 8,000 엔 코스 이상으로 구입할 수 있습니다.","5,000 엔 이상을 이용할 수 있으며 2 시간 동안 온 All-You-Can-Drink가 있습니다.","우리는 야채 요리, 생선 요리, 현지 농산물, 유기농 야채, 알레르기가있는 고객을 수용 할 수 있고, 요리사는 해외에서 훈련을 받고, 요리사는 유명한 식당에서 훈련을 받고, 요리사가 유명한 요리사에서 훈련을 받고, 요리사가 훈련을 받았으며, 유명한 요리사의 요리사, 주인 요리사, 요리사 준비를합니다.",사용 가능한 예약,"놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다
테이크 아웃 전문가",예 (무료),"영어
직원과 함께 언어 지원 메뉴가 있습니다",불가능합니다,,,,
銀座 柳寿司 三代目,Ginza Yanagi Sushi 3 세대,https://retty.me/area/PRE13/ARE2/SUB201/100001256783/,03-6264-5690,초밥,"[월요일부터 금요일까지, 휴일 전]
 18:00-25:00
[토양]
 18:00-22:00",매주 일요일과 공휴일,"점심:-
저녁 식사 : ~ 15,000 엔",Amex,"Gekko Building B1F, 7-3-14 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 4 분 거리 (320m)
JR Yamanote Line / Shinbashi Station에서 도보로 5 분 (350m)
JR Yamanote Line / Yurakucho Station에서 도보로 5 분 (370m)",,10 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,개인 룸 저녁 식사 라이스 비 흡연,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/8476385.jpg,,,,,,,,,,,,,,,,,,,,
天ぷら 阿部,튀김 아베,https://retty.me/area/PRE13/ARE2/SUB201/100000713571/,050-5304-0609,"튀김, 쌀 그릇, 일본 요리, 일본 요리","[월요일부터 금요일까지]
점심 11:30-14:00 L.O. 13:30
[하루 종일]
저녁 식사 17:00-21:00 L.O. 20:30
[태양, 토요일, 휴일]
점심 11:30-15:00 L.O. 14:30","하루 종일 개점
새해 전야와 새해에만 문을 닫습니다.","점심 : ~ 2,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB","스바루 빌딩 B1F, 4-3-7 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 1 분 (61m)
JR Yamanote Line / Yurakucho 역에서 도보로 5 분 (380m)
도쿄 메트로 유라쿠코 라인 / Ginza 1-Chome 역에서 도보 5 분 (380m)",없음,"16 석
(표 1, 4 석)","예
(12 석)","불가능합니다
(흡연은 11:30에서 15:00까지 완전히 금지됩니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"[공식적인]
https://tempuraabe.foodre.jp/",,,"저녁 식사, 점심, 쌀, 싱글, 자녀와 함께 즐거운, 점심 음주, 연말 파티, 새해 파티","예
유아, 유치원 어린이, 초등학생을 환영합니다",없음,03-6228-6077,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000713571/cover/1079-540d8e00de55c.jpg,,"맥주, 사케, 쇼치",,없음,,,,,"3,000 엔에서 3,999 엔 코스, 5,000 ~ 5,999 엔 코스, 8,000 엔 이상",,"우리는 생산 구역에 대해 특히 알고 있으며 알레르기가있는 고객을 수용 할 수 있으며, 요리사는 유명한 레스토랑에서 훈련을 받았으며 유명한 요리사가 요리했습니다.",사용 가능한 예약,테이크 아웃 가능성,불가능합니다,"영어 중국어
언어 지원 메뉴가 있습니다",불가능합니다,,,,사포로
ワイン懐石 銀座 囃shiya,와인 kaiseki ginza hayashiya,https://retty.me/area/PRE13/ARE2/SUB201/100000711945/,03-3535-2227,식당 바 와인 바 Kaiseki 요리 함부르크 스테이크,"[하루 종일]
점심 11:00-14:00
[월요일부터 금요일까지]
저녁 18 : 00-22 : 00
[토양]
저녁 18 : 00-21 : 00","매주 월요일
새해 휴일 (확인하십시오)
자세한 내용은 공식 웹 사이트를 확인하십시오.
예약이 필요합니다
the 점심을위한 코스 만 예약 할 수 있습니다
license는 8 명 이상의 사람들이 이용할 수 있습니다
pricate 객실은 3 명입니다","점심 : ~ 2,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB","Mitsuo Building B1, 3-8-13 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 5 분 (390m)
도쿄 메트로 히비야 라인 / 히가시 긴자 역에서 도보 3 분 (240m)
도쿄 메트로 유라쿠코 라인 / Ginza 1-Chome Station에서 도보 4 분 (310m)",없음,"13 석
(8 명 이상의 라이센스가 예약됩니다.","예
(카운터에서 10 석)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해",https://www.ginzahayashiya.com/,,,"점심 모든 란드 링크 연회/음료 파티 개인 실
다른 사용 장면을 참조하십시오","예
미취학 아동이 허용되며 초등학생은 허용됩니다",없음,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000711945/archive/2859535-63359a0fd42f4.jpg,PayPay,"맥주, 사케, 쇼치, 와인, 칵테일","조용한 가게
숨는 곳",,*점심 만 가능하면 아이들이 동반 할 수 있습니다. 유모차는 상점 내부에 배치 할 수 없으므로 그렇게하지 마십시오.,,예,,"6,000 엔에서 6,999 엔 코스, 7,000 엔에서 7,999 엔 코스, 8,000 엔 이상이 있습니다.",,"우리는 야채 요리, 생선 요리 및 식품 생산 공간에 특히 적합합니다.",사용 가능한 예약,"놀라운 응답 가능
축하 가능성
테이크 아웃 가능성
배송 가능",,,,,,,
アナム本格インド料理 銀座店,ANAM 정통 인도 요리 진 자 지점,https://retty.me/area/PRE13/ARE2/SUB201/100001382255/,03-6280-6708,인도 카레 인도 요리 카레 식당 바,"월요일부터 일요일, 공휴일 및 공휴일 전날 : 11 : 00-16 : 00
(요리 L.O. 16:00 음료 L.O. 16:00)
16:01-0:00 다음날
(요리 L.O. 23:00 음료 L.O. 23:00)

[점심] 11 : 00-17 : 00
[저녁] 17 : 00-24 : 00 (L.O. 23:00)",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔",Amex,"8-10-8 Ginza, Chuo-Ku, 도쿄 B1F
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (230m)
JR Yamanote Line / Shinbashi Station에서 도보로 4 분 거리 (270m)",,39 석,,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,"개인 실, 흡연 허용, 급여 지불 지불 허용",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/32384189.jpg,PayPay,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일",,,,,,,,,"우리는 야채 요리, 생산 공간, 채식 메뉴, 매우 매운 메뉴, 해외 훈련을 받고 요리사가 매장 내 준비에 중점을두고 있습니다.",사용 가능한 예약,,,,,,,,
ザ・グラン 銀座,그란 진 자,https://retty.me/area/PRE13/ARE2/SUB201/100001338850/,03-6280-6129,프랑스 요리 바 카페 해산물 과자,"[하루 종일]
 11:00-23:30","불규칙한 휴일
・ 시설과 동일합니다","점심 : ~ 3,000 엔
저녁 식사 : ~ 8,000 엔",예,"6-10-1 Ginza, Chuo-Ku, 도쿄, Ginza Six, 13 층
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / Ginza Station에서 도보 2 분 (110m)
도쿄 메트로 히비야 라인 / 히가시 긴자 역에서 도보 2 분 (160m)",,100 석,예,"불가능합니다
(완전히 금연)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,"점심, 데이트, 여자 야간 밤, 결혼 기념일, 개인 실, 약혼 저녁 식사, 싱글 OK, 엔터테인먼트, 아름다운 나이트 뷰 레스토랑, 크리스마스 저녁 식사, 와인, 세련된, 저녁 식사, 저녁 식사, 비 흡연, 생일
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35731515.jpg,,,,,,,,,,,,,,,,,,,,
ぎんざ 神田川,진 자 칸다 가와,https://retty.me/area/PRE13/ARE2/SUB201/100000041904/,03-3541-5401,Eel Kappo/Kimono 레스토랑 Kaiseki 요리,"[월요일부터 금요일까지, 휴일 전]
점심 11:00-14:30 L.O. 14:00
저녁 식사 17:00-21:30 L.O. 20:30",매주 토요일마다 일요일 휴가,"점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB","8-14-5 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Shiodome 역에서 도보로 4 분 (280m)
Tsukiji Market Station에서 도보로 4 분 거리 (320m)
도쿄 메트로 히비야 라인 / 히가시 진 자 (Higashi Ginza Station)에서 도보 6 분 (430m)",,30 석,없음,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",,,,"점심, 개인 실, 저녁 식사, 쌀, 흡연 허용, 개인 실, 점심, 세련된 점심, 세련된 개인 실, 개인 실, 엔터테인먼트, 급여 지불 지불, 빠르고 쉬운 연말 파티, 빠르고 쉬운 새해 파티
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/3544534.jpg,PayPay,,,,,,,https://www.facebook.com/ginza.kandagawa/,,,,,,,,,,,,
Le Manoir D'HASTINGS,Le Manoir D 'Hastings,https://retty.me/area/PRE13/ARE2/SUB201/100000013177/,03-5568-7121,프랑스 요리 초콜릿 해산물과 해산물,"[하루 종일]
점심 11 : 30-16 : 00 L.O. 14:00
저녁 식사 18 : 00-24 : 00 L.O. 21:00",하루 종일 개점,"점심 : ~ 8,000 엔
저녁 식사 : ~ 30,000 엔",Amex,"Ginza MST Building B1F, 6-5-1 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / Ginza Station에서 도보 2 분 (84m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 3 분 거리 (220m)
JR Yamanote Line / Yurakucho 역에서 도보로 3 분 거리 (230m)",,25 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,http://www.le-manoir-dhastings.com/,,,"점심, 소녀의 밤, 결혼 기념일, 연회 및 음주 파티, 개인 실, 개인 객실, 약혼 저녁 식사, 엔터테인먼트, 작별 파티, 환영 파티, 크리스마스 저녁, 연말 파티, 새해 파티, 와인, 세련된 저녁 식사, 금연
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/13847604.jpg,,,,,,,,,,,,,,,,,,,,
京うどん きつね庵,교토 우동 폭스,https://retty.me/area/PRE13/ARE2/SUB201/100001204797/,03-6264-4715,우동,"[하루 종일]
 11:00-22:00",불규칙한 휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,"2F Mitsumasa Building, 3-8-13 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Ginza 역에서 도보 2 분 (130m)
도쿄 메트로 히비야 라인 / 히가시 긴자 역에서 도보 2 분 (160m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome 역에서 도보로 3 분 거리 (210m)",,"8 석
(6 개 카운터 좌석, 2 명을위한 1 개의 테이블 좌석)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,http://kitsunean.com/,,,"점심, 연회 및 음주 파티, 싱글 OK, 싱글, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 술을 마실 수 있습니다
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35654292.jpg,,,,,,,,,,,,,,,,,,,,
天ぷら 阿部,튀김 아베,https://retty.me/area/PRE13/ARE2/SUB201/100000713571/,050-5304-0609,"튀김, 쌀 그릇, 일본 요리, 일본 요리","[월요일부터 금요일까지]
점심 11:30-14:00 L.O. 13:30
[하루 종일]
저녁 식사 17:00-21:00 L.O. 20:30
[태양, 토요일, 휴일]
점심 11:30-15:00 L.O. 14:30","하루 종일 개점
새해 전야와 새해에만 문을 닫습니다.","점심 : ~ 2,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB","스바루 빌딩 B1F, 4-3-7 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 1 분 (61m)
JR Yamanote Line / Yurakucho 역에서 도보로 5 분 (380m)
도쿄 메트로 유라쿠코 라인 / Ginza 1-Chome 역에서 도보 5 분 (380m)",없음,"16 석
(표 1, 4 석)","예
(12 석)","불가능합니다
(흡연은 11:30에서 15:00까지 완전히 금지됩니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"[공식적인]
https://tempuraabe.foodre.jp/",,,"저녁 식사, 점심, 쌀, 싱글, 자녀와 함께 즐거운, 점심 음주, 연말 파티, 새해 파티","예
유아, 유치원 어린이, 초등학생을 환영합니다",없음,03-6228-6077,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000713571/cover/1079-540d8e00de55c.jpg,,"맥주, 사케, 쇼치",,없음,,,,,"3,000 엔에서 3,999 엔 코스, 5,000 ~ 5,999 엔 코스, 8,000 엔 이상",,"우리는 생산 구역에 대해 특히 알고 있으며 알레르기가있는 고객을 수용 할 수 있으며, 요리사는 유명한 레스토랑에서 훈련을 받았으며 유명한 요리사가 요리했습니다.",사용 가능한 예약,테이크 아웃 가능성,불가능합니다,"영어 중국어
언어 지원 메뉴가 있습니다",불가능합니다,,,,사포로
粋京,Ikkyo,https://retty.me/area/PRE13/ARE2/SUB201/100001418207/,03-6416-4395,해산물과 해산물 카이세키 요리,"[하루 종일]
저녁 식사 17:00-23:00 L.O. 22:30
[축하 전]
저녁 식사 18:00-23:00 L.O. 22:30",명확하지 않습니다,"점심 : 비즈니스 시간
저녁 식사 : ~ 20,000 엔",Amex,"5F Ginza Suga Building, 8-3-12 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 3 분 거리 (190m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 (350m)
Toei Mita Line / Uchisaicho 역에서 도보로 5 분 (380m)",,13 석,,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,개인 룸 저녁 식사 라이스 비 흡연,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/28417256.jpg,,,,,,,,,,,,,,,,,,,,
三亀,3 개의 거북이,https://retty.me/area/PRE13/ARE2/SUB201/100000042963/,03-3571-0573,카포/작은 레스토랑 레스토랑 사시미 해산물/해산물,"[월요일부터 금요일, 토요일, 휴일 전]
점심 11 : 45-14 : 00
저녁 식사 17:00-22:00 L.O. 21:30",매주 일요일과 공휴일,"점심 : ~ 3,000 엔
저녁 식사 : ~ 6,000 엔",Amex,"1F, KN 빌딩, 6-4-13 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 3 분 거리 (170m)
JR Yamanote Line / Yurakucho 역에서 도보로 3 분 거리 (240m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 3 분 (240m)",,25 석,예,"불가능합니다
(완전히 금연)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명
6 명
7 명 이상",,,,"점심, 개인 실, 약혼 저녁 식사, 싱글 게스트, 엔터테인먼트, 크리스마스 저녁 식사, 세련된, 저녁 식사, 쌀, 비 흡연, 개인 점심, 세련된, 개인 실, 개인 실,
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/32594767.jpg,,,,,,,,,,,,,,,,,,,,
粋京,Ikkyo,https://retty.me/area/PRE13/ARE2/SUB201/100001418207/,03-6416-4395,해산물과 해산물 카이세키 요리,"[하루 종일]
저녁 식사 17:00-23:00 L.O. 22:30
[축하 전]
저녁 식사 18:00-23:00 L.O. 22:30",명확하지 않습니다,"점심 : 비즈니스 시간
저녁 식사 : ~ 20,000 엔",Amex,"5F Ginza Suga Building, 8-3-12 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 3 분 거리 (190m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 (350m)
Toei Mita Line / Uchisaicho 역에서 도보로 5 분 (380m)",,13 석,,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,개인 룸 저녁 식사 라이스 비 흡연,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/28417256.jpg,,,,,,,,,,,,,,,,,,,,
ANGEL CHAMPAGNE 銀座店,Angel Champagne Ginza 매장,https://retty.me/area/PRE13/ARE2/SUB201/100001604075/,03-6264-5772,와인 바,"[월요일부터 금요일까지]
 11:00-21:00 L.O. 20:30
[태양, 토요일, 휴일]
 11:00-19:00 L.O. 18:30",하루 종일 개점,"점심 : ~ 10,000 엔
저녁 식사 : ~ 10,000 엔",,"7-6-12 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 4 분 거리 (310m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 5 분 (330m)
도쿄 메트로 히비야 라인 / 히가시 진 자 (Higashi Ginza Station)에서 도보 6 분 (420m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,"점심, 저녁 식사, 저녁 식사, 금연",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/28204512.jpeg,,,,,,,,,,,,,,,,,,,,
志良田,시라다,https://retty.me/area/PRE13/ARE2/SUB201/100000081554/,03-3573-0486,일본 요리 Kappo/Kikaya Fugu 요리,"[월요일부터 금요일까지]
저녁 식사 17 : 30-23 : 00 L.O. 22:00",매주 토요일마다 일요일 휴가,"점심 : 비즈니스 시간
저녁 식사 : ~ 10,000 엔",Amex,"New Ginza Building No. 8, 7-5-12 Ginza, Chuo-Ku, 도쿄 B1F
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 4 분 (310m)
도쿄 메트로 히비야 라인 / 히가시 지간 자 역에서 도보 5 분 (360m)
Jr Yamanote Line / Shinbashi Station에서 도보로 5 분 (360m)",,28 석,,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,개인 룸 저녁 식사 라이스 비 흡연,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/18410797.jpg,,,,,,,,,,,,,,,,,,,,
志良田,시라다,https://retty.me/area/PRE13/ARE2/SUB201/100000081554/,03-3573-0486,일본 요리 Kappo/Kikaya Fugu 요리,"[월요일부터 금요일까지]
저녁 식사 17 : 30-23 : 00 L.O. 22:00",매주 토요일마다 일요일 휴가,"점심 : 비즈니스 시간
저녁 식사 : ~ 10,000 엔",Amex,"New Ginza Building No. 8, 7-5-12 Ginza, Chuo-Ku, 도쿄 B1F
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 4 분 (310m)
도쿄 메트로 히비야 라인 / 히가시 지간 자 역에서 도보 5 분 (360m)
Jr Yamanote Line / Shinbashi Station에서 도보로 5 분 (360m)",,28 석,,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,개인 룸 저녁 식사 라이스 비 흡연,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/18410797.jpg,,,,,,,,,,,,,,,,,,,,
なんどき屋,몇 개의 상점,https://retty.me/area/PRE13/ARE2/SUB201/100000796764/,090-8034-1446,"쇠고기 그릇, 쌀 그릇, 이자카야","[태양, 월요일부터 금요일, 토요일]
 11:30-18:00",명확하지 않습니다,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,"Ginza Nine Building 1, 8-5 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 1 분 (79m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (230m)
Toei Mita Line / Uchisaicho 역에서 도보로 6 분 (420m)",,6 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,"점심, 솔로, 세련된, 금연, 세련된 점심",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36198164.jpg,,,,,,,,,,,,,,,,,,,,
BAR yu-nagi,바 유 나기,https://retty.me/area/PRE13/ARE2/SUB201/100000862054/,03-3572-9977,바 카페,"[월요일부터 금요일까지]
 18:00-26:00 L.O. 25:30
[토양]
 18:00-24:00 L.O. 23:30
오후 8시 30 분 전에 우리를 방문하는 것이 좋습니다.
오후 9시 이후에 붐비기 때문에.","매주 일요일과 공휴일
새해 휴일 (2022 년 12 월 29 일 -2023 년 1 월 5 일)","점심:-
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB","키노미 빌딩 B1F, 6-8-6 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오",,없음,"12 석
(7 개의 카운터 좌석이 있습니다. 소파 좌석은 최대 5 명까지 안내 할 수 있습니다.)","예
(카운터 좌석은 7 석입니다. 5 미터 길이의 카운터는 George Nakashima의 새로운 의자 팔입니다.)","예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"https://ginzanoomiyage.com/
https://ginza-bar.com/",,,"독신자, 저녁 식사, 엔터테인먼트, 무료 Wi-Fi, 영어 스타일",,예,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000862054/archive/1518650-5e64a3596ad39.png,,칵테일 이용 가능,"조용한 가게
차분한 분위기
숨는 곳",,"우리는 JAL 카드 딜러가되었습니다!
JAL 카드를 사용하여 바 비용을 지불하면 이중 마일을 받게됩니다.
http://partner.jal.co.jp/site/shop_program/?tp=855694
----
오후 9시 이후에는 혼잡하므로 오후 8 시까 지 방문하는 것이 좋습니다.

*예약 시점부터 30 분 이상 우리를 방문하지 않으면 다른 고객에게 우선 순위를 부여합니다.

서비스 수수료 없음, 청구 수수료 없음, 모든 칵테일 2,200 엔 (세금 포함)",,불가능합니다,https://www.facebook.com/baryunagi,,,"우리는 음식의 생산 영역에 대해 특히 알고 있으며, 우리는 주인 요리사입니다.",사용 가능한 예약,,,"영어
언어를 말할 수있는 직원이 있습니다",,,,,
