restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,instagram,lecture,cooking_specialties,drinking_specialties,reservation,usage_scenes,waiting,wifi_available,phone_number,video,available_drinks,service,dress_code,child_friendly,pet_friendly,power_supply_available,foreign_language_support,additional_equipment,qr_code_payment,facebook,twitter,remarks,ic_card_payment,쇼핑 직무 정보,beer_maker,온라인 예약
新橋ガード下横丁,신바시 가드 시모 요코코,https://retty.me/area/PRE13/ARE2/SUB1601/100001466474/,03-6811-2287,이자카야 야키토리,"[하루 종일]
 15:00-5:00",하루 종일 개점,"점심:-
저녁 식사 : ~ 2,000 엔",,"1-13-3 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 1 분 (56m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (230m)
Toei Mita Line / Uchisaicho 역에서 도보로 5 분 (340m)",,,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",,,,,,,,,첫 번째 열차 저녁 식사 흡연이 늦은 밤 캐주얼이 허용 될 때까지 열립니다.,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/25385240.jpg,,,,,,,,,,,,,,,,
四季煲坊,Shikihanbo,https://retty.me/area/PRE13/ARE2/SUB1601/100000016554/,03-3503-4560,중국 요리 Gyoza Rice Bowl Yakisoba Steak,"[하루 종일]
점심 11:30-15:00
저녁 식사 17:00-2:00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔",Amex,"Yonekuraya Building 1f, 2-9-16 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 3 분 거리 (190m)
Toei Mita Line / Uchisaicho 역에서 도보로 3 분 거리 (190m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 (340m)",,50 석,"예
(5 석)","예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://stlatogale.wixsite.com/shikibouhou,,,,,,"점심, 솔로, 크리스마스 저녁, 세련된 저녁 식사, 저녁, 쌀, 고기, 흡연, 세련된 점심, 늦은 밤, 슈퍼 매운 매운
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34591776.jpg,,,,,,,,,,,https://x.com/shikiboho,,,,,
名代 富士そば 新橋駅前店,Meiyo Fuji Soba Shinbashi Ekimae 지점,https://retty.me/area/PRE13/ARE2/SUB1601/100000450926/,명확하지 않습니다,소바 (Soba) Tonkotsu라면라면 야키토리 우동,,하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,"Hanabishi Building, 2-6-7 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 1 분 도보 (30m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (240m)
Toei Mita Line / Uchisaicho 역에서 도보로 4 분 거리 (250m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://fujisoba.co.jp/,,,,,,"독신자 OK, 세련된 비 흡연",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/16292758.jpg,,,,,,,,,,,,,,,,
魚金 4号店,Uokin Store No. 4,https://retty.me/area/PRE13/ARE2/SUB1601/100000001275/,03-5472-6400,해산물과 해산물 Izakaya Sashimi Tempura Bar,15 : 00-23 : 00,하루 종일 개점,"점심:-
저녁 식사 : ~ 4,000 엔",Amex,"A1 건물, 3-18-8 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (120m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (220m)",,42 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://uookingroup.jp,,,,,,"혼자서 벚꽃 시청과 벚꽃이있는 레스토랑 크리스마스 저녁 식사를 즐길 수 있습니다.
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/9687425.jpg,,,,,,,,,,,,,,,,
焼肉串ろっきー 新橋本店,Yakiniku Kushirokki Shinbashi 메인 지점,https://retty.me/area/PRE13/ARE2/SUB1601/100000455438/,03-6435-6469,"Yakiniku, 테이크 아웃, 고기 바, 바, 쌀 그릇, 꼬치, Tonkotsu Ramen, Izakaya",,,"점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔",불가능합니다,"1f Ikeno Building 2, 4-11-5, Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 3 분 거리 (230m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 (330m)",,10 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,https://www.instagram.com/rocky_shimbashi,,,,,"혼자서 술, 와인, 세련되고 맛있고 저렴한 레스토랑, 고기, 비영리, Senbero, Shochu, Paypay Payment availy를 마실 수 있습니다.
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/33423025.jpg,,,,,,,,,PayPay,https://www.facebook.com/yakiniku Izakaya-rokki-shinbashi branch-177281509035495/,,,,,,
酒肴 ちいち,작은 음료,https://retty.me/area/PRE13/ARE2/SUB1601/100001354052/,03-6450-1140,Izakaya Motsunabe Sashimi Yakitori,"[월요일부터 금요일까지]
 11:30-14:00
 17:00-24:00",매주 일요일마다,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔",예,"2F, 2-9-7, 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (110m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (240m)
Toei Mita Line / Uchisaicho 역에서 도보로 4 분 거리 (260m)",,35 석,,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,,,"점심, 개인 객실, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 저녁 식사, 쌀, 비 흡연, 개인 객실 점심",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/14615887.jpg,,,,,,,,,,,,,,,,
魚金 4号店,Uokin Store No. 4,https://retty.me/area/PRE13/ARE2/SUB1601/100000001275/,03-5472-6400,해산물과 해산물 Izakaya Sashimi Tempura Bar,15 : 00-23 : 00,하루 종일 개점,"점심:-
저녁 식사 : ~ 4,000 엔",Amex,"A1 건물, 3-18-8 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (120m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (220m)",,42 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://uookingroup.jp,,,,,,"혼자서 벚꽃 시청과 벚꽃이있는 레스토랑 크리스마스 저녁 식사를 즐길 수 있습니다.
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/9687425.jpg,,,,,,,,,,,,,,,,
四季煲坊,Shikihanbo,https://retty.me/area/PRE13/ARE2/SUB1601/100000016554/,03-3503-4560,중국 요리 Gyoza Rice Bowl Yakisoba Steak,"[하루 종일]
점심 11:30-15:00
저녁 식사 17:00-2:00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔",Amex,"Yonekuraya Building 1f, 2-9-16 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 3 분 거리 (190m)
Toei Mita Line / Uchisaicho 역에서 도보로 3 분 거리 (190m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 (340m)",,50 석,"예
(5 석)","예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://stlatogale.wixsite.com/shikibouhou,,,,,,"점심, 솔로, 크리스마스 저녁, 세련된 저녁 식사, 저녁, 쌀, 고기, 흡연, 세련된 점심, 늦은 밤, 슈퍼 매운 매운
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34591776.jpg,,,,,,,,,,,https://x.com/shikiboho,,,,,
MAISON NEW YORK KITCHEN 肉～BISTRO～ 新橋駅前店,Maison New York Kitchen Meat ~ Bistro ~ Shinbashi Ekimae 지점,https://retty.me/area/PRE13/ARE2/SUB1601/100001395247/,03-6635-6220,이자카야 고기 바 치즈 Takkalbi 식당 바 치즈 음식 바 이탈리아 음식 햄버거,"[선, 월요일부터 목요일, 휴일]
저녁 식사 16:00-1:00
[금요일, 토요일, 휴일 전]
저녁 식사 16 : 00-4 : 30","하루 종일 개점
우리는 매일 열려 있습니다","점심 : 비즈니스 시간
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
식당
JCB","5 층, 2-9-1 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (150m)
Toei Mita Line / Uchisaicho 역에서 도보로 3 분 거리 (170m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 (330m)",예,150 석,,"불가능합니다
(완전히 금연 (흡연 부스 이용 가능) 흡연은 부스에서만 허용됩니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","예
임대 할 수있는 제한된 수의 사람들 (좌석) : 150 명
최대 150 명이 예약 할 수 있습니다 (독점 식사)",,,"2,999 엔, 3,000 ~ 3,999 엔 코스, 4,000 ~ 4,999 엔 코스, 5,000 ~ 5,999 엔 코스가 있습니다.",우리는 고기 요리에 대해 특별히 알고 있으며 재료를 생산합니다,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일",사용 가능한 예약,"소녀 파티, 모든 링크, 그룹 날짜, 연회 및 음주 파티, 개인 실, 솔로 손님, 작별 파티, 환영 파티, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 와인, 세련된, 개장, 저녁 식사까지 개장합니다.
다른 사용 장면을 참조하십시오",개방성이 있습니다,예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001395247/archive/1042155-5d3ead005338d.jpg,"ALL-YOU-CAN-DRINK 가격 1,000-1,999 엔, 전산 된 점수 가격 2,000-2,999 엔, 모든 생산 코스는 2,999 엔 아래에 포함될 수 있으며, 전세계 점수 코스는 3,000-3,999 엔, 4,00099 YEN 내에 포함될 수 있습니다. all-you-can-drink 코스는 5,000 엔 이상, 1 시간 반 동안 모두 당신의 싱크를 링크하고, 2 시간 동안, 2 시간 반 동안 모두 당신을 다듬고, 2 시간 반 동안, 3 시간 반 동안, 3 시간 반 동안 모두 당신을 다루는 데 링크 할 수 있습니다.","놀라운 응답 가능
축하 가능성",,,,예 (무료),,,,,,,,,,
立ち呑 破天荒,"서있는 음료, 터무니없는",https://retty.me/area/PRE13/ARE2/SUB1601/100001233585/,명확하지 않습니다,스탠딩 바 Izakaya Soba (Soba) 카레 야키토리 치킨 요리,"[월요일부터 금요일과 토요일]
 16:00-22:30 L.O. 22:00",매주 일요일과 공휴일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,"새로운 신바시 빌딩 B1, 2-16-1 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (98m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (190m)
Toei Mita Line / Uchisaicho 역에서 도보로 5 분 (330m)",,"30 석
(모든 서있는 좌석. 약 6 개의 둥근 테이블)","예
(6 ~ 8 명)","예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"연회 및 음주 파티 솔로 작별 파티를 환영합니다.
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36904730.jpg,,,,,,,,,PayPay,https://www.facebook.com/tachinomi.hatenko/,,,,,,
秀苑天,Shuen Ten,https://retty.me/area/PRE13/ARE2/SUB1601/100000728683/,03-3436-2941,"야키 니쿠, 쌀 그릇, 이자카야, 카레, 고기 바, 햄버거","[태양, 월요일부터 금요일, 토요일]
 11:00-14:00
[Sun, 월요일부터 목요일, 토요일]
 17:00-24:00
[금]
 17:00-3:00","불규칙한 휴일
・ 새해 공휴일 (확인하십시오)","점심 : ~ 1,000 엔
저녁 식사 : ~ 5,000 엔",Amex,"5f, s'tec3, 3-14-5, 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 3 분 거리 (210m)
Toei Oedo Line / Shiodome 역에서 도보로 4 분 거리 (320m)
Toei Mita Line / Uchisaicho 역에서 도보로 5 분 (350m)",,48 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
6 명
7 명 이상",,,,,,,,"점심, 개인 객실, 싱글 손님, 크리스마스 저녁 식사, 세련된, 저녁 식사, 쌀, 고기, 비 흡연, 개인 실, 점심, 세련된 점심, 세련된 개인 실, 개인 객실, 엔터테인먼트, 늦은 밤, 지불금 지불 가능
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/das/-/retty/img_repo/2l/01/28797824.jpg,,,,,,,,,PayPay,https://www.facebook.com/%E7%A7%80%E8%8B%91-%E5%A4%A9-223854311070905/,,,,,,
草枕,잔디 베개,https://retty.me/area/PRE13/ARE2/SUB1601/100000040031/,03-3597-1212,커피 숍 카페 커피 전문점 일본 과자 과자,"[월요일부터 금요일까지]
 10:00-23:00 L.O. 22:30
[토양]
 10:00-18:00 L.O. 17:30",매주 일요일과 공휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,"니비 빌딩 1F, 1-10-1 Nishishinbashi, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Mita Line / Uchisaicho 역에서 도보로 3 분 거리 (190m)
도쿄 메트로 긴자 라인 / 토라노몬 역에서 도보로 4 분 거리 (290m)
도쿄 메트로 마루치 노선 / 카스 수미 제지 역에서 도보로 4 분 거리 (290m)",,17 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"점심, 솔로, 성인 은신처, 브런치, 세련된, 저녁 식사, 쌀, 금연, 세련된 점심, 이브닝 카페
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36411561.jpg,,,,,,,,,,,,,,,,
新橋 たぬき2号店,신바시 타 누키 2 번 상점,https://retty.me/area/PRE13/ARE2/SUB1601/100000090144/,03-3432-7722,이자카야 일본 음식,,매주 일요일마다,"점심:-
저녁 식사 : ~ 1,000 엔",Amex,"Satopen Building 1f, 3-8-5 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 4 분 거리 (270m)
Toei Mita Line / Uchisaicho 역에서 도보로 4 분 거리 (320m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 거리 (380m)",,50 석,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,,,"개인 실, 맛있고 저렴한 상점, 흡연 허용",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/3240366.jpg,,,,,,,,,,,,,,,,
特選日本酒100種類飲み放題 和食完全個室居酒屋 魚升 新橋SL広場前店,"100 가지 유형의 스페셜 술, 일본 요리, 개인 실 Izakaya Uomasu Shinbashi SL Plazamae Branch에 대한 전 만점",https://retty.me/area/PRE13/ARE2/SUB1601/100001613490/,03-6457-9786,Izakaya Sake Bar Seafood 및 Seafood,"[Sun, 월요일부터 목요일, 토요일 및 휴일]
 16:00-24:00
[금]
 16:00-2:00
온라인 예약은 업무 시간 외에도 가능합니다.",하루 종일 개점,"점심:-
저녁 식사 : ~ 6,000 엔",,"2F, 신바시 켄바이 빌딩, 2-9-4, 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (130m)
Toei Mita Line / Uchisaicho 역에서 도보로 3 분 거리 (220m)
Toei Oedo Line / Shiodome 역에서 도보로 4 분 거리 (290m)",,120 석,없음,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,,,"개인 객실은 술을 즐기고 저녁 식사 흡연 허용 세련된 개인 실 개인 실
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35336283.jpg,,,,,,,,,PayPay,,,,,,,
Moonlight,월광,https://retty.me/area/PRE13/ARE2/SUB1601/100000513353/,03-3503-1751,바 바,,명확하지 않습니다,"점심:-
저녁 식사 : ~ 2,000 엔",,"Nanjo Building 3F, 2-9-8 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (120m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (240m)
Toei Mita Line / Uchisaicho 역에서 도보로 4 분 거리 (270m)",,17 석,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,한 사람이 세련된 흡연 허용,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/25372618.jpg,,,,,,,,,,,,,,,,
Saloon,큰 홀,https://retty.me/area/PRE13/ARE2/SUB1601/100001651339/,03-6550-8352,술집,"[월요일부터 금요일까지]
 19:00-5:00 L.O. 4:30
[토요일/휴일]
 19:00-24:00 L.O. 23:30
영업 시간은 하루에 따라 다를 수 있습니다","새해 휴일 (확인하십시오)
긴 휴가의 경우 마지막 날은 문을 닫습니다.","점심:-
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB","1F, 신바시 오크 빌딩, 3-5-2, 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Mita Line / Uchisaicho 역에서 도보로 3 분 거리 (200m)
JR Yamanote Line / Shinbashi Station에서 도보로 4 분 거리 (290m)
Toei Oedo Line / Shiodome 역에서 도보로 6 분 (430m)","예
근처 (할인 없음) 사용 가능","22 석
(3 개의 높은 테이블이 있습니다)","예
(카운터 좌석은 10 명을 수용 할 수 있습니다)","예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,예,,,,,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일, 아와 모리",사용 가능한 예약,"연회 및 음주 파티 싱글 싱글 파티 선별 파티 환영 파티를 환영합니다. 크리스마스 저녁 식사 연말 파티 새해 파티 주차 이용 가능한 세련된 영어 공간 이용 가능한 개인 공간 개장 첫 번째 기차 저녁 식사 흡연이 허용되는 무료 Wi-Fi
다른 사용 장면을 참조하십시오","개방성이 있습니다
천장이 높습니다
골목을 향합니다",예,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001651339/archive/2906434-63691390a90ec.jpeg,"ALL-YOU-CAN-DRINK 가격 : 3,000 엔 -4,999 엔, 2 시간 전후 2 시간, 2 시간 30 분 만에 다소 링크, 3 시간 이상",,없음,불가능합니다,"예
상점 밖에서 이용 가능, 가죽 끈이 필요하며 물을 제공 할 수 있습니다.",예 (무료),"영어
언어 지원 메뉴가 있습니다",프로젝터 포함,PayPay,,,,,,,
新橋 たぬき2号店,신바시 타 누키 2 번 상점,https://retty.me/area/PRE13/ARE2/SUB1601/100000090144/,03-3432-7722,이자카야 일본 음식,,매주 일요일마다,"점심:-
저녁 식사 : ~ 1,000 엔",Amex,"Satopen Building 1f, 3-8-5 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 4 분 거리 (270m)
Toei Mita Line / Uchisaicho 역에서 도보로 4 분 거리 (320m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 거리 (380m)",,50 석,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,,,"개인 실, 맛있고 저렴한 상점, 흡연 허용",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/3240366.jpg,,,,,,,,,,,,,,,,
新橋 をん,신 바시,https://retty.me/area/PRE13/ARE2/SUB1601/100000038604/,03-3432-8338,카포/작은 레스토랑 숯 구이 사시미 일본 과자,"[월요일부터 금요일과 토요일]
 17:00-23:00",매주 일요일,"점심:-
저녁 식사 : ~ 10,000 엔","Amex
JCB","1F, 신바시 그란디 아디아 빌딩, 3-11-5, 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 3 분 거리 (240m)
Toei Mita Line / Uchisaicho 역에서 도보로 4 분 거리 (270m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 (350m)",,8 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,이용 가능한 저녁 식사 저녁 식사 비 흡연 럭셔리 크리스마스 크리스마스 2024,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/1705348.jpg,,,,,,,,,,,,,,,,
立ち呑 破天荒,"서있는 음료, 터무니없는",https://retty.me/area/PRE13/ARE2/SUB1601/100001233585/,명확하지 않습니다,스탠딩 바 Izakaya Soba (Soba) 카레 야키토리 치킨 요리,"[월요일부터 금요일과 토요일]
 16:00-22:30 L.O. 22:00",매주 일요일과 공휴일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,"새로운 신바시 빌딩 B1, 2-16-1 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (98m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (190m)
Toei Mita Line / Uchisaicho 역에서 도보로 5 분 (330m)",,"30 석
(모든 서있는 좌석. 약 6 개의 둥근 테이블)","예
(6 ~ 8 명)","예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"연회 및 음주 파티 솔로 작별 파티를 환영합니다.
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36904730.jpg,,,,,,,,,PayPay,https://www.facebook.com/tachinomi.hatenko/,,,,,,
餃子や ガウでぃ,Gyoza와 Gaude,https://retty.me/area/PRE13/ARE2/SUB1601/100001153477/,03-3431-0322,Gyoza Chinese Cuisine 테이크 아웃 Izakaya,"[월요일부터 금요일까지, 휴일 전]
 15:00-23:30
[토양]
 17:00-23:30",매주 일요일과 공휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 3,000 엔",불가능합니다,"나카 사쿠라 빌딩 1f, 3-16-11 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (130m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (230m)",,24 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"연회 및 음주 파티 싱글 싱글 파티는 작별 파티를 환영합니다. 파티 연말 파티 새해 파티를 마실 수 있습니다. 술을 마실 수 있습니다
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/3422827.jpg,,,,,,,,,PayPay,https://www.facebook.com/gyozagaudi/,,,,,,
